gene	Kinetic_class	hpi	Time	cell_line	mean	sd	varcoeff	best_label	labels
ORF42	L	2h	2	RK-13	4.66666666666667	3.21455025366432	0.688832197213783	2	2
ORF42	L	48h	48	RK-13	807.333333333333	348.218800947527	0.431319736929224	2	2
ORF42	L	4h	4	RK-13	6.33333333333333	1.15470053837925	0.182321137638829	2	2
ORF42	L	6h	6	RK-13	44.3333333333333	4.72581562625261	0.106597344953066	2	2
ORF42	L	8h	8	RK-13	834.666666666667	189.5793589327	0.227131819807547	2	2
ORF43	L	12h	12	RK-13	902	272.594937590558	0.302211682472902	2	2
ORF43	L	18h	18	RK-13	337	86.3655023721856	0.256277455110343	2	2
ORF43	L	1h	1	RK-13	0	0		2	2
ORF43	L	24h	24	RK-13	507.333333333333	108.42662649614	0.213718711884638	2	2
ORF43	L	2h	2	RK-13	1.33333333333333	1.52752523165195	1.14564392373896	2	2
ORF43	L	48h	48	RK-13	558	319.713934635324	0.572964040565096	2	2
ORF43	L	4h	4	RK-13	4.33333333333333	0.577350269189626	0.133234677505298	2	2
ORF43	L	6h	6	RK-13	42.3333333333333	10.5987420637231	0.250363985757239	2	2
ORF43	L	8h	8	RK-13	257.333333333333	54.3721742560782	0.21129083260134	2	2
ORF44	L	12h	12	RK-13	19.3333333333333	6.80685928555405	0.35207892856314	2	2
ORF44	L	18h	18	RK-13	4.66666666666667	2.08166599946613	0.446071285599886	2	2
ORF44	L	1h	1	RK-13	0	0		2	2
ORF44	L	24h	24	RK-13	12	3.46410161513775	0.288675134594813	2	2
ORF44	L	2h	2	RK-13	0	0		2	2
ORF44	L	48h	48	RK-13	4.66666666666667	3.21455025366432	0.688832197213783	2	2
ORF44	L	4h	4	RK-13	0	0		2	2
ORF44	L	6h	6	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF44	L	8h	8	RK-13	6	3.46410161513775	0.577350269189626	2	2
ORF45	L	12h	12	RK-13	0.666666666666667	1.15470053837925	1.73205080756888	2	2
ORF45	L	18h	18	RK-13	0	0		2	2
ORF45	L	1h	1	RK-13	0	0		2	2
ORF45	L	24h	24	RK-13	0	0		2	2
ORF45	L	2h	2	RK-13	0	0		2	2
ORF45	L	48h	48	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF45	L	4h	4	RK-13	0	0		2	2
ORF45	L	6h	6	RK-13	0	0		2	2
ORF45	L	8h	8	RK-13	0	0		2	2
ORF46	L	12h	12	RK-13	256	76.3740793725201	0.298336247548907	2	2
ORF46	L	18h	18	RK-13	82.3333333333333	18.0092568789868	0.218735913509961	2	2
ORF46	L	1h	1	RK-13	0	0		2	2
ORF46	L	24h	24	RK-13	111	18.7349939951952	0.168783729686443	2	2
ORF46	L	2h	2	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	2	2
ORF46	L	48h	48	RK-13	173.333333333333	100.803439094772	0.581558302469836	2	2
ORF46	L	4h	4	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF46	L	6h	6	RK-13	9.33333333333333	3.51188458428425	0.376273348316169	2	2
ORF46	L	8h	8	RK-13	71.6666666666667	14.5716619962629	0.203325516226925	2	2
ORF48	L	12h	12	RK-13	41.3333333333333	23.1156512634477	0.559249627341478	2	2
ORF48	L	18h	18	RK-13	11	1	0.0909090909090909	2	2
ORF48	L	1h	1	RK-13	0	0		2	2
ORF48	L	24h	24	RK-13	35	10.816653826392	0.309047252182628	2	2
ORF48	L	2h	2	RK-13	0	0		2	2
ORF48	L	48h	48	RK-13	27.6666666666667	15.3079500042734	0.553299397744821	2	2
ORF48	L	4h	4	RK-13	0	0		2	2
ORF48	L	6h	6	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF48	L	8h	8	RK-13	5	3	0.6	2	2
ORF49	L	12h	12	RK-13	22.6666666666667	10.2632028788938	0.452788362304137	2	2
ORF49	L	18h	18	RK-13	4.33333333333333	2.51661147842358	0.580756495020827	2	2
ORF49	L	1h	1	RK-13	0	0		2	2
ORF49	L	24h	24	RK-13	8	2.64575131106459	0.330718913883074	2	2
ORF49	L	2h	2	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF49	L	48h	48	RK-13	11.6666666666667	5.03322295684717	0.4314191105869	2	2
ORF49	L	4h	4	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF49	L	6h	6	RK-13	1.66666666666667	1.52752523165195	0.916515138991168	2	2
ORF49	L	8h	8	RK-13	8	2.64575131106459	0.330718913883074	2	2
ORF5	E	12h	12	RK-13	223	49.9599839871872	0.224035802633126	1	1
ORF5	E	18h	18	RK-13	25.6666666666667	10.0166528008778	0.3902592000342	1	1
ORF5	E	1h	1	RK-13	0	0		1	1
ORF5	E	24h	24	RK-13	21	8.18535277187245	0.389778703422498	1	1
ORF5	E	2h	2	RK-13	158.666666666667	17.0098010962308	0.107204628757757	1	1
ORF5	E	48h	48	RK-13	24	17.0880074906351	0.712000312109794	1	1
ORF5	E	4h	4	RK-13	177.666666666667	51.8105523357292	0.291616617274273	1	1
ORF5	E	6h	6	RK-13	144.666666666667	8.9628864398325	0.0619554362200403	1	1
ORF5	E	8h	8	RK-13	151.666666666667	17.925772879665	0.118191909096692	1	1
ORF50	L	12h	12	RK-13	67	19.672315572906	0.293616650341881	1	1
ORF50	L	18h	18	RK-13	9	1.73205080756888	0.192450089729875	1	1
ORF50	L	1h	1	RK-13	0	0		1	1
ORF50	L	24h	24	RK-13	14.6666666666667	2.3094010767585	0.157459164324443	1	1
ORF50	L	2h	2	RK-13	3	1	0.333333333333333	1	1
ORF50	L	48h	48	RK-13	16.6666666666667	7.76745346515403	0.466047207909242	1	1
ORF50	L	4h	4	RK-13	6.66666666666667	0.577350269189626	0.0866025403784439	1	1
ORF50	L	6h	6	RK-13	13.3333333333333	2.88675134594813	0.21650635094611	1	1
ORF50	L	8h	8	RK-13	39	8.54400374531753	0.219077019110706	1	1
ORF51	E	12h	12	RK-13	33	8.18535277187245	0.248040993087044	3	3
ORF51	E	18h	18	RK-13	27.6666666666667	8.38649708360608	0.303126400612268	3	3
ORF51	E	1h	1	RK-13	0	0		3	3
ORF51	E	24h	24	RK-13	9.66666666666667	2.88675134594813	0.298629449580841	3	3
ORF51	E	2h	2	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	3	3
ORF51	E	48h	48	RK-13	27	19.0787840283389	0.706621630679219	3	3
ORF51	E	4h	4	RK-13	3.66666666666667	1.52752523165195	0.416597790450531	3	3
ORF51	E	6h	6	RK-13	26.6666666666667	5.13160143944688	0.192435053979258	3	3
ORF51	E	8h	8	RK-13	21.3333333333333	9.50438495292217	0.445518044668227	3	3
ORF52	L	12h	12	RK-13	340.333333333333	61.2318000170935	0.179917140108992	2	2
ORF52	L	18h	18	RK-13	322.333333333333	87.3231546231201	0.270909476597063	2	2
ORF52	L	1h	1	RK-13	0	0		2	2
ORF52	L	24h	24	RK-13	730.666666666667	164.272131943715	0.22482499809815	2	2
ORF52	L	2h	2	RK-13	0	0		2	2
ORF52	L	48h	48	RK-13	1102	448.110477449479	0.406633827086642	2	2
ORF52	L	4h	4	RK-13	0	0		2	2
ORF52	L	6h	6	RK-13	3	1	0.333333333333333	2	2
ORF52	L	8h	8	RK-13	31.3333333333333	13.6503968196288	0.43565096232858	2	2
ORF53	E	12h	12	RK-13	23	12.1243556529821	0.527145897955745	1	1
ORF53	E	18h	18	RK-13	4.66666666666667	1.15470053837925	0.247435829652697	1	1
ORF53	E	1h	1	RK-13	0	0		1	1
ORF53	E	24h	24	RK-13	8	1.73205080756888	0.21650635094611	1	1
ORF53	E	2h	2	RK-13	29	12.5299640861417	0.432067727108333	1	1
ORF53	E	48h	48	RK-13	9.33333333333333	6.65832811847939	0.713392298408506	1	1
ORF53	E	4h	4	RK-13	10	3.60555127546399	0.360555127546399	1	1
ORF53	E	6h	6	RK-13	3.33333333333333	0.577350269189626	0.173205080756888	1	1
ORF53	E	8h	8	RK-13	9.33333333333333	3.05505046330389	0.327326835353989	1	1
ORF54	E	12h	12	RK-13	557	149.30170796076	0.268046154328115	2	2
ORF54	E	18h	18	RK-13	897.333333333333	358.314573152326	0.399310445563513	2	2
ORF54	E	1h	1	RK-13	0	0		2	2
ORF54	E	24h	24	RK-13	2789.66666666667	764.100996814775	0.273904049521368	2	2
ORF54	E	2h	2	RK-13	0	0		2	2
ORF54	E	48h	48	RK-13	3074.33333333333	2040.02091492547	0.66356529814338	2	2
ORF54	E	4h	4	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF54	E	6h	6	RK-13	2	1	0.5	2	2
ORF54	E	8h	8	RK-13	25	9.53939201416946	0.381575680566778	2	2
ORF55	L	12h	12	RK-13	19.3333333333333	6.65832811847939	0.344396281990313	3	3
ORF55	L	18h	18	RK-13	3.33333333333333	2.88675134594813	0.866025403784439	3	3
ORF55	L	1h	1	RK-13	0	0		3	3
ORF55	L	24h	24	RK-13	1.33333333333333	1.52752523165195	1.14564392373896	3	3
ORF55	L	2h	2	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	3	3
ORF55	L	48h	48	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	3	3
ORF55	L	4h	4	RK-13	3	3	1	3	3
ORF55	L	6h	6	RK-13	10.6666666666667	0.577350269189626	0.0541265877365274	3	3
ORF55	L	8h	8	RK-13	19.3333333333333	3.05505046330389	0.158019851550201	3	3
ORF56	L	12h	12	RK-13	13	6	0.461538461538462	2	2
ORF56	L	18h	18	RK-13	1.33333333333333	1.52752523165195	1.14564392373896	2	2
ORF56	L	1h	1	RK-13	0	0		2	2
ORF56	L	24h	24	RK-13	4	3.46410161513775	0.866025403784439	2	2
ORF56	L	2h	2	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF56	L	48h	48	RK-13	5	3	0.6	2	2
ORF56	L	4h	4	RK-13	1	1	1	2	2
ORF56	L	6h	6	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	2	2
ORF56	L	8h	8	RK-13	3	1	0.333333333333333	2	2
ORF57	L	12h	12	RK-13	5.33333333333333	3.21455025366432	0.60272817256206	2	2
ORF57	L	18h	18	RK-13	2.66666666666667	2.08166599946613	0.7806247497998	2	2
ORF57	L	1h	1	RK-13	0	0		2	2
ORF57	L	24h	24	RK-13	10	5	0.5	2	2
ORF57	L	2h	2	RK-13	0	0		2	2
ORF57	L	48h	48	RK-13	13.6666666666667	5.85946527708232	0.42874136173773	2	2
ORF57	L	4h	4	RK-13	0	0		2	2
ORF57	L	6h	6	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF57	L	8h	8	RK-13	1.33333333333333	1.52752523165195	1.14564392373896	2	2
ORF58	L	12h	12	RK-13	266.333333333333	69.3565666201358	0.260412640626292	2	2
ORF58	L	18h	18	RK-13	130.333333333333	17.0977581376429	0.131184845045853	2	2
ORF58	L	1h	1	RK-13	0	0		2	2
ORF58	L	24h	24	RK-13	116.333333333333	35.3883219909243	0.304197610237171	2	2
ORF58	L	2h	2	RK-13	0	0		2	2
ORF58	L	48h	48	RK-13	223	59.8080262172227	0.268197426983062	2	2
ORF58	L	4h	4	RK-13	0	0		2	2
ORF58	L	6h	6	RK-13	9.66666666666667	1.15470053837925	0.119451779832336	2	2
ORF58	L	8h	8	RK-13	58	19.2873015219859	0.33253968141355	2	2
ORF59	L	12h	12	RK-13	7.66666666666667	3.05505046330389	0.398484843039638	2	2
ORF59	L	18h	18	RK-13	7	3	0.428571428571429	2	2
ORF59	L	1h	1	RK-13	0	0		2	2
ORF59	L	24h	24	RK-13	4	1.73205080756888	0.433012701892219	2	2
ORF59	L	2h	2	RK-13	0	0		2	2
ORF59	L	48h	48	RK-13	7	6.2449979983984	0.892142571199771	2	2
ORF59	L	4h	4	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF59	L	6h	6	RK-13	2.33333333333333	0.577350269189626	0.247435829652697	2	2
ORF59	L	8h	8	RK-13	4.33333333333333	0.577350269189626	0.133234677505298	2	2
ORF6	L	12h	12	RK-13	275.333333333333	80.251687417358	0.291471019675634	2	2
ORF6	L	18h	18	RK-13	127.666666666667	41.7412665516193	0.326955090482658	2	2
ORF6	L	1h	1	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF6	L	24h	24	RK-13	419.333333333333	118.297647201174	0.282108856600573	2	2
ORF6	L	2h	2	RK-13	0	0		2	2
ORF6	L	48h	48	RK-13	279.333333333333	51.733290377989	0.185202710183732	2	2
ORF6	L	4h	4	RK-13	0	0		2	2
ORF6	L	6h	6	RK-13	6.33333333333333	0.577350269189626	0.0911605688194146	2	2
ORF6	L	8h	8	RK-13	58	7.93725393319377	0.13684920574472	2	2
ORF60	L	12h	12	RK-13	1085.33333333333	254.88297968545	0.234843040250721	2	2
ORF60	L	18h	18	RK-13	439.333333333333	133.260396717605	0.303324119994547	2	2
ORF60	L	1h	1	RK-13	0	0		2	2
ORF60	L	24h	24	RK-13	933.333333333333	243.955597052688	0.261380996842165	2	2
ORF60	L	2h	2	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	2	2
ORF60	L	48h	48	RK-13	1155.66666666667	222.446248188935	0.192483052946872	2	2
ORF60	L	4h	4	RK-13	0	0		2	2
ORF60	L	6h	6	RK-13	2.33333333333333	1.15470053837925	0.494871659305393	2	2
ORF60	L	8h	8	RK-13	30	6.92820323027551	0.23094010767585	2	2
ORF61	E	12h	12	RK-13	220.333333333333	56.2257355072687	0.255184881273534	1	1
ORF61	E	18h	18	RK-13	27.3333333333333	11.1504857891185	0.40794460204092	1	1
ORF61	E	1h	1	RK-13	0	0		1	1
ORF61	E	24h	24	RK-13	43.3333333333333	17.0391705588427	0.393211628280986	1	1
ORF61	E	2h	2	RK-13	23.3333333333333	10.0664459136943	0.4314191105869	1	1
ORF61	E	48h	48	RK-13	41	13.228756555323	0.322652598910316	1	1
ORF61	E	4h	4	RK-13	43.3333333333333	11.8462370959446	0.273374702214106	1	1
ORF61	E	6h	6	RK-13	41	2.64575131106459	0.0645305197820632	1	1
ORF61	E	8h	8	RK-13	121.666666666667	24.8461935381123	0.204215289354348	1	1
ORF62	L	12h	12	RK-13	665	193.989690447714	0.291713820222127	2	2
ORF62	L	18h	18	RK-13	166.666666666667	39.2725519075771	0.235635311445462	2	2
ORF62	L	1h	1	RK-13	0	0		2	2
ORF62	L	24h	24	RK-13	535	135.347700386819	0.252986355863212	2	2
ORF62	L	2h	2	RK-13	0	0		2	2
ORF62	L	48h	48	RK-13	521	216.002314802411	0.414591775052613	2	2
ORF62	L	4h	4	RK-13	0.666666666666667	0.577350269189626	0.866025403784439	2	2
ORF62	L	6h	6	RK-13	13.6666666666667	2.51661147842358	0.184142303299287	2	2
ORF62	L	8h	8	RK-13	127.333333333333	17.7857620959388	0.13967875991575	2	2
ORF63	E	12h	12	RK-13	56	11.7898261225516	0.210532609331278	1	1
ORF63	E	18h	18	RK-13	7.33333333333333	1.15470053837925	0.157459164324443	1	1
ORF63	E	1h	1	RK-13	0	0		1	1
ORF63	E	24h	24	RK-13	6.66666666666667	3.05505046330389	0.458257569495584	1	1
ORF63	E	2h	2	RK-13	149.666666666667	37.1124417592448	0.247967316876914	1	1
ORF63	E	48h	48	RK-13	7	4	0.571428571428571	1	1
ORF63	E	4h	4	RK-13	97.3333333333333	16.5630109984065	0.170167921216505	1	1
ORF63	E	6h	6	RK-13	43.6666666666667	4.72581562625261	0.108224785334029	1	1
ORF63	E	8h	8	RK-13	58.3333333333333	15.1437555888007	0.259607238665155	1	1
ORF64_1	IE	12h	12	RK-13	33.3333333333333	10.785793124909	0.323573793747269	5	5
ORF64_1	IE	18h	18	RK-13	2.66666666666667	2.3094010767585	0.866025403784439	5	5
ORF64_1	IE	1h	1	RK-13	3	0	0	5	5
ORF64_1	IE	24h	24	RK-13	1.66666666666667	1.15470053837925	0.692820323027551	5	5
ORF64_1	IE	2h	2	RK-13	9.33333333333333	2.51661147842358	0.269636944116812	5	5
ORF64_1	IE	48h	48	RK-13	8	2.64575131106459	0.330718913883074	5	5
ORF64_1	IE	4h	4	RK-13	5	4	0.8	5	5
ORF64_1	IE	6h	6	RK-13	3	2	0.666666666666667	5	5
ORF64_1	IE	8h	8	RK-13	26.6666666666667	23.7557010701291	0.890838790129842	5	5
ORF65_1	E	12h	12	RK-13	421.333333333333	50.5206228517952	0.119906541578628	1	1
ORF65_1	E	18h	18	RK-13	28	19.9248588451713	0.71160210161326	1	1
ORF65_1	E	1h	1	RK-13	0.666666666666667	1.15470053837925	1.73205080756888	1	1
ORF65_1	E	24h	24	RK-13	19.3333333333333	3.51188458428425	0.181649202635392	1	1
ORF65_1	E	2h	2	RK-13	253	70.3775532396516	0.278172147192299	1	1
ORF65_1	E	48h	48	RK-13	60	49.3659801887899	0.822766336479832	1	1
ORF65_1	E	4h	4	RK-13	303	61.6116872029975	0.203338901660058	1	1
ORF65_1	E	6h	6	RK-13	356.666666666667	37.4210279566627	0.104918769971952	1	1
ORF65_1	E	8h	8	RK-13	422.666666666667	132.892186878437	0.314413691352768	1	1
ORF66_1	unknown	12h	12	RK-13	64.6666666666667	4.16333199893227	0.064381422663901	3	3
ORF66_1	unknown	18h	18	RK-13	11	7.54983443527075	0.686348585024614	3	3
ORF66_1	unknown	1h	1	RK-13	0	0		3	3
ORF66_1	unknown	24h	24	RK-13	10	1	0.1	3	3
ORF66_1	unknown	2h	2	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	3	3
ORF66_1	unknown	48h	48	RK-13	3	0	0	3	3
ORF66_1	unknown	4h	4	RK-13	0.333333333333333	0.577350269189626	1.73205080756888	3	3
ORF66_1	unknown	6h	6	RK-13	21.6666666666667	6.65832811847939	0.307307451622126	3	3
ORF66_1	unknown	8h	8	RK-13	44.6666666666667	6.02771377334171	0.134948815821083	3	3
ORF67_1	L	12h	12	RK-13	1200.33333333333	315.089405301628	0.262501587310437	1	1
