gene	Kinetic_class	hpi	Time	cell_line	sample	seqnames	strand	norm_base	group	read_count	norm_read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	cluster	rep	rep_gene
CTO	unknown	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	-	1	RK-13_12h	13688	10.6816990921365	13685.3333333333	1762.00151343106	0.128751084866845	2.66666666666606	FALSE	NA	cluster_3	3	CTO::3
CTO	unknown	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	-	1	RK-13_18h	11697	10.4076515861734	10023.3333333333	1464.64341507868	0.146123386938345	1673.66666666667	TRUE	1	cluster_3	1	CTO::1
CTO	unknown	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	-	1	RK-13_18h	9397	10.3449755012897	10023.3333333333	1464.64341507868	0.146123386938345	626.333333333334	FALSE	NA	cluster_3	2	CTO::2
CTO	unknown	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	-	1	RK-13_18h	8976	10.3525061151489	10023.3333333333	1464.64341507868	0.146123386938345	1047.33333333333	FALSE	NA	cluster_3	3	CTO::3
CTO	unknown	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	-	1	RK-13_24h	7226	10.6165089462129	6221.33333333333	1001.02014631741	0.160901223690111	1004.66666666667	TRUE	1	cluster_3	1	CTO::1
CTO	unknown	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	-	1	RK-13_24h	6214	10.5648954801912	6221.33333333333	1001.02014631741	0.160901223690111	7.33333333333303	FALSE	NA	cluster_3	2	CTO::2
CTO	unknown	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	-	1	RK-13_24h	5224	10.6742558377191	6221.33333333333	1001.02014631741	0.160901223690111	997.333333333333	FALSE	NA	cluster_3	3	CTO::3
CTO	unknown	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	-	1	RK-13_48h	10151	10.4772926519483	10064.5	122.329473145273	0.0121545504640343	68.3333333333339	FALSE	NA	cluster_3	1	CTO::1
CTO	unknown	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	-	1	RK-13_48h	9978	10.5556474555665	10064.5	122.329473145273	0.0121545504640343	241.333333333334	FALSE	NA	cluster_3	2	CTO::2
NOIR_1	unknown	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	1	NOIR_1::1
NOIR_1	unknown	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	2	NOIR_1::2
NOIR_1	unknown	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	3	NOIR_1::3
NOIR_1	unknown	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	+	1	RK-13_2h	27	6.82165710968768	25.6666666666667	2.3094010767585	0.0899766653282534	1.33333333333333	FALSE	NA	cluster_5	1	NOIR_1::1
NOIR_1	unknown	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	+	1	RK-13_2h	23	7.22237656391466	25.6666666666667	2.3094010767585	0.0899766653282534	2.66666666666667	TRUE	2	cluster_5	2	NOIR_1::2
NOIR_1	unknown	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	+	1	RK-13_2h	27	7.67656834320295	25.6666666666667	2.3094010767585	0.0899766653282534	1.33333333333333	FALSE	NA	cluster_5	3	NOIR_1::3
NOIR_1	unknown	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	+	1	RK-13_4h	19	5.63707151720323	22.3333333333333	6.65832811847939	0.298134094857286	3.33333333333333	FALSE	NA	cluster_5	1	NOIR_1::1
NOIR_1	unknown	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	+	1	RK-13_4h	18	5.55383951447811	22.3333333333333	6.65832811847939	0.298134094857286	4.33333333333333	FALSE	NA	cluster_5	2	NOIR_1::2
NOIR_1	unknown	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	+	1	RK-13_4h	30	5.88559263393778	22.3333333333333	6.65832811847939	0.298134094857286	7.66666666666667	TRUE	3	cluster_5	3	NOIR_1::3
NOIR_1	unknown	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	+	1	RK-13_6h	144	5.11334809224323	135.333333333333	7.57187779440037	0.0559498359192145	8.66666666666666	TRUE	1	cluster_5	1	NOIR_1::1
NOIR_1	unknown	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	+	1	RK-13_6h	130	4.98412714478356	135.333333333333	7.57187779440037	0.0559498359192145	5.33333333333334	FALSE	NA	cluster_5	2	NOIR_1::2
NOIR_1	unknown	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	+	1	RK-13_6h	132	5.02717991153129	135.333333333333	7.57187779440037	0.0559498359192145	3.33333333333334	FALSE	NA	cluster_5	3	NOIR_1::3
NOIR_1	unknown	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	+	1	RK-13_8h	192	5.18276821232645	252.666666666667	69.1761037738707	0.273784051875478	60.6666666666667	FALSE	NA	cluster_5	1	NOIR_1::1
NOIR_1	unknown	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	+	1	RK-13_8h	238	5.13388031661003	252.666666666667	69.1761037738707	0.273784051875478	14.6666666666667	FALSE	NA	cluster_5	2	NOIR_1::2
NOIR_1	unknown	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	+	1	RK-13_8h	328	5.14328640329613	252.666666666667	69.1761037738707	0.273784051875478	75.3333333333334	TRUE	3	cluster_5	3	NOIR_1::3
NOIR_1	unknown	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	+	1	RK-13_12h	754	5.32543808094772	646	108	0.1671826625387	108	TRUE	1	cluster_5	1	NOIR_1::1
NOIR_1	unknown	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	+	1	RK-13_12h	538	5.51356461543002	646	108	0.1671826625387	108	TRUE	2	cluster_5	2	NOIR_1::2
NOIR_1	unknown	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	+	1	RK-13_12h	646	5.39125919409386	646	108	0.1671826625387	0	FALSE	NA	cluster_5	3	NOIR_1::3
NOIR_1	unknown	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	+	1	RK-13_18h	741	5.52761465816606	682.666666666667	62.3244200400881	0.0912955371680978	58.3333333333334	FALSE	NA	cluster_5	1	NOIR_1::1
NOIR_1	unknown	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	+	1	RK-13_18h	690	5.67317230303565	682.666666666667	62.3244200400881	0.0912955371680978	7.33333333333337	FALSE	NA	cluster_5	2	NOIR_1::2
NOIR_1	unknown	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	+	1	RK-13_18h	617	5.58760724956896	682.666666666667	62.3244200400881	0.0912955371680978	65.6666666666666	TRUE	3	cluster_5	3	NOIR_1::3
NOIR_1	unknown	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	+	1	RK-13_24h	364	5.41631964493338	339.666666666667	36.2537354397217	0.106733274111055	24.3333333333333	FALSE	NA	cluster_5	1	NOIR_1::1
NOIR_1	unknown	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	+	1	RK-13_24h	357	5.54436261289155	339.666666666667	36.2537354397217	0.106733274111055	17.3333333333333	FALSE	NA	cluster_5	2	NOIR_1::2
NOIR_1	unknown	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	+	1	RK-13_24h	298	5.64210070012264	339.666666666667	36.2537354397217	0.106733274111055	41.6666666666667	TRUE	3	cluster_5	3	NOIR_1::3
NOIR_1	unknown	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	+	1	RK-13_48h	913	6.11808720252399	868	63.6396103067893	0.0733175233949185	9.66666666666663	FALSE	NA	cluster_5	1	NOIR_1::1
NOIR_1	unknown	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	+	1	RK-13_48h	823	6.06788955595357	868	63.6396103067893	0.0733175233949185	80.3333333333334	TRUE	2	cluster_5	2	NOIR_1::2
NOIR_2	unknown	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	-	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	1	NOIR_2::1
NOIR_2	unknown	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	-	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	2	NOIR_2::2
NOIR_2	unknown	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	-	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	3	NOIR_2::3
NOIR_2	unknown	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	-	1	RK-13_2h	27	6.82165710968768	25.6666666666667	2.3094010767585	0.0899766653282534	1.33333333333333	FALSE	NA	cluster_5	1	NOIR_2::1
NOIR_2	unknown	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	-	1	RK-13_2h	23	7.22237656391466	25.6666666666667	2.3094010767585	0.0899766653282534	2.66666666666667	TRUE	2	cluster_5	2	NOIR_2::2
NOIR_2	unknown	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	-	1	RK-13_2h	27	7.67656834320295	25.6666666666667	2.3094010767585	0.0899766653282534	1.33333333333333	FALSE	NA	cluster_5	3	NOIR_2::3
NOIR_2	unknown	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	-	1	RK-13_4h	19	5.63707151720323	22.3333333333333	6.65832811847939	0.298134094857286	3.33333333333333	FALSE	NA	cluster_5	1	NOIR_2::1
NOIR_2	unknown	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	-	1	RK-13_4h	18	5.55383951447811	22.3333333333333	6.65832811847939	0.298134094857286	4.33333333333333	FALSE	NA	cluster_5	2	NOIR_2::2
NOIR_2	unknown	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	-	1	RK-13_4h	30	5.88559263393778	22.3333333333333	6.65832811847939	0.298134094857286	7.66666666666667	TRUE	3	cluster_5	3	NOIR_2::3
NOIR_2	unknown	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	-	1	RK-13_6h	144	5.11334809224323	135.333333333333	7.57187779440037	0.0559498359192145	8.66666666666666	TRUE	1	cluster_5	1	NOIR_2::1
NOIR_2	unknown	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	-	1	RK-13_6h	130	4.98412714478356	135.333333333333	7.57187779440037	0.0559498359192145	5.33333333333334	FALSE	NA	cluster_5	2	NOIR_2::2
NOIR_2	unknown	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	-	1	RK-13_6h	132	5.02717991153129	135.333333333333	7.57187779440037	0.0559498359192145	3.33333333333334	FALSE	NA	cluster_5	3	NOIR_2::3
NOIR_2	unknown	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	-	1	RK-13_8h	191	5.17636763028122	252.333333333333	69.6156112760158	0.275887495149336	61.3333333333334	FALSE	NA	cluster_5	1	NOIR_2::1
NOIR_2	unknown	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	-	1	RK-13_8h	238	5.13388031661003	252.333333333333	69.6156112760158	0.275887495149336	14.3333333333333	FALSE	NA	cluster_5	2	NOIR_2::2
NOIR_2	unknown	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	-	1	RK-13_8h	328	5.14328640329613	252.333333333333	69.6156112760158	0.275887495149336	75.6666666666667	TRUE	3	cluster_5	3	NOIR_2::3
NOIR_2	unknown	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	-	1	RK-13_12h	754	5.32543808094772	645.666666666667	108.001543198851	0.167271362724086	108.333333333333	TRUE	1	cluster_5	1	NOIR_2::1
NOIR_2	unknown	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	-	1	RK-13_12h	538	5.51356461543002	645.666666666667	108.001543198851	0.167271362724086	107.666666666667	FALSE	NA	cluster_5	2	NOIR_2::2
NOIR_2	unknown	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	-	1	RK-13_12h	645	5.38922805273197	645.666666666667	108.001543198851	0.167271362724086	0.666666666666629	FALSE	NA	cluster_5	3	NOIR_2::3
NOIR_2	unknown	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	-	1	RK-13_18h	740	5.52577005512124	683	61.9919349593155	0.0907641800282803	57	FALSE	NA	cluster_5	1	NOIR_2::1
NOIR_2	unknown	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	-	1	RK-13_18h	692	5.67729733602202	683	61.9919349593155	0.0907641800282803	9	FALSE	NA	cluster_5	2	NOIR_2::2
NOIR_2	unknown	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	-	1	RK-13_18h	617	5.58760724956896	683	61.9919349593155	0.0907641800282803	66	TRUE	3	cluster_5	3	NOIR_2::3
NOIR_2	unknown	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	-	1	RK-13_24h	364	5.41631964493338	339.666666666667	36.2537354397217	0.106733274111055	24.3333333333333	FALSE	NA	cluster_5	1	NOIR_2::1
NOIR_2	unknown	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	-	1	RK-13_24h	357	5.54436261289155	339.666666666667	36.2537354397217	0.106733274111055	17.3333333333333	FALSE	NA	cluster_5	2	NOIR_2::2
NOIR_2	unknown	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	-	1	RK-13_24h	298	5.64210070012264	339.666666666667	36.2537354397217	0.106733274111055	41.6666666666667	TRUE	3	cluster_5	3	NOIR_2::3
NOIR_2	unknown	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	-	1	RK-13_48h	911	6.11458778824046	867	62.2253967444162	0.0717709305010567	8.33333333333337	FALSE	NA	cluster_5	1	NOIR_2::1
NOIR_2	unknown	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	-	1	RK-13_48h	823	6.06788955595357	867	62.2253967444162	0.0717709305010567	79.6666666666666	TRUE	2	cluster_5	2	NOIR_2::2
ORF1	unknown	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_1	1	ORF1::1
ORF1	unknown	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_1	2	ORF1::2
ORF1	unknown	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_1	3	ORF1::3
ORF1	unknown	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	+	1	RK-13_2h	57	8.29215776640769	49.6666666666667	11.8462370959446	0.238514840857944	7.33333333333334	FALSE	NA	cluster_1	1	ORF1::1
ORF1	unknown	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	+	1	RK-13_2h	56	9.00095870112465	49.6666666666667	11.8462370959446	0.238514840857944	6.33333333333334	FALSE	NA	cluster_1	2	ORF1::2
ORF1	unknown	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	+	1	RK-13_2h	36	8.25969627025855	49.6666666666667	11.8462370959446	0.238514840857944	13.6666666666667	TRUE	3	cluster_1	3	ORF1::3
ORF1	unknown	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	+	1	RK-13_4h	124	9.08163686638506	146.333333333333	23.0289672658878	0.157373352614268	22.3333333333333	FALSE	NA	cluster_1	1	ORF1::1
ORF1	unknown	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	+	1	RK-13_4h	145	9.36235949859464	146.333333333333	23.0289672658878	0.157373352614268	1.33333333333334	FALSE	NA	cluster_1	2	ORF1::2
ORF1	unknown	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	+	1	RK-13_4h	170	9.13695903543572	146.333333333333	23.0289672658878	0.157373352614268	23.6666666666667	TRUE	3	cluster_1	3	ORF1::3
ORF1	unknown	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	+	1	RK-13_6h	329	6.28701981014231	367.666666666667	34.6746785613556	0.0943100958151104	38.6666666666667	TRUE	1	cluster_1	1	ORF1::1
ORF1	unknown	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	+	1	RK-13_6h	378	6.50873438367426	367.666666666667	34.6746785613556	0.0943100958151104	10.3333333333333	FALSE	NA	cluster_1	2	ORF1::2
ORF1	unknown	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	+	1	RK-13_6h	396	6.62871377874626	367.666666666667	34.6746785613556	0.0943100958151104	28.3333333333333	FALSE	NA	cluster_1	3	ORF1::3
ORF1	unknown	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	+	1	RK-13_8h	354	6.03375222253563	445	101.207707216397	0.227433049924488	91	FALSE	NA	cluster_1	1	ORF1::1
ORF1	unknown	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	+	1	RK-13_8h	427	5.92951405043008	445	101.207707216397	0.227433049924488	18	FALSE	NA	cluster_1	2	ORF1::2
ORF1	unknown	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	+	1	RK-13_8h	554	5.85012039512283	445	101.207707216397	0.227433049924488	109	TRUE	3	cluster_1	3	ORF1::3
ORF1	unknown	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	+	1	RK-13_12h	930	5.60671905059988	798.666666666667	139.632851912912	0.17483245231166	131.333333333333	FALSE	NA	cluster_1	1	ORF1::1
ORF1	unknown	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	+	1	RK-13_12h	652	5.78535305565938	798.666666666667	139.632851912912	0.17483245231166	146.666666666667	TRUE	2	cluster_1	2	ORF1::2
ORF1	unknown	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	+	1	RK-13_12h	814	5.70892798851339	798.666666666667	139.632851912912	0.17483245231166	15.3333333333334	FALSE	NA	cluster_1	3	ORF1::3
ORF1	unknown	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	+	1	RK-13_18h	736	5.51837666101921	668.666666666667	58.6202467866976	0.087667368075819	67.3333333333334	TRUE	1	cluster_1	1	ORF1::1
ORF1	unknown	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	+	1	RK-13_18h	629	5.54373295122689	668.666666666667	58.6202467866976	0.087667368075819	39.6666666666666	FALSE	NA	cluster_1	2	ORF1::2
ORF1	unknown	18h	18	RK-13	EHV-1_18h_3	NC_001491.2	+	1	RK-13_18h	641	5.64106703661306	668.666666666667	58.6202467866976	0.087667368075819	27.6666666666666	FALSE	NA	cluster_1	3	ORF1::3
ORF1	unknown	24h	24	RK-13	EHV-1_24h_1	NC_001491.2	+	1	RK-13_24h	409	5.5740305966371	371.333333333333	48.2113402980392	0.129833052867251	37.6666666666667	FALSE	NA	cluster_1	1	ORF1::1
ORF1	unknown	24h	24	RK-13	EHV-1_24h_2	NC_001491.2	+	1	RK-13_24h	388	5.66061406670188	371.333333333333	48.2113402980392	0.129833052867251	16.6666666666667	FALSE	NA	cluster_1	2	ORF1::2
ORF1	unknown	24h	24	RK-13	EHV-1_24h_3	NC_001491.2	+	1	RK-13_24h	317	5.73045622936267	371.333333333333	48.2113402980392	0.129833052867251	54.3333333333333	TRUE	3	cluster_1	3	ORF1::3
ORF1	unknown	48h	48	RK-13	EHV-1_48h_1	NC_001491.2	+	1	RK-13_48h	654	5.61809221077193	609	63.6396103067893	0.104498539091608	57.3333333333334	TRUE	1	cluster_1	1	ORF1::1
ORF1	unknown	48h	48	RK-13	EHV-1_48h_2	NC_001491.2	+	1	RK-13_48h	564	5.51324087726807	609	63.6396103067893	0.104498539091608	32.6666666666666	FALSE	NA	cluster_1	2	ORF1::2
ORF10, ORF11	L	1h	1	RK-13	EHV-1_1h_1	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	1	ORF10, ORF11::1
ORF10, ORF11	L	1h	1	RK-13	EHV-1_1h_2	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	2	ORF10, ORF11::2
ORF10, ORF11	L	1h	1	RK-13	EHV-1_1h_3	NC_001491.2	+	1	RK-13_1h	0	2.45330850883562	0	0		0		NA	cluster_5	3	ORF10, ORF11::3
ORF10, ORF11	L	2h	2	RK-13	EHV-1_2h_1	NC_001491.2	+	1	RK-13_2h	138	9.93048506909044	143	13.228756555323	0.0925087871001605	5	FALSE	NA	cluster_5	1	ORF10, ORF11::1
ORF10, ORF11	L	2h	2	RK-13	EHV-1_2h_2	NC_001491.2	+	1	RK-13_2h	158	10.6792708976245	143	13.228756555323	0.0925087871001605	15	TRUE	2	cluster_5	2	ORF10, ORF11::2
ORF10, ORF11	L	2h	2	RK-13	EHV-1_2h_3	NC_001491.2	+	1	RK-13_2h	133	10.5344116876807	143	13.228756555323	0.0925087871001605	10	FALSE	NA	cluster_5	3	ORF10, ORF11::3
ORF10, ORF11	L	4h	4	RK-13	EHV-1_4h_1	NC_001491.2	+	1	RK-13_4h	218	10.0517815419858	228	8.71779788708135	0.0382359556450936	10	TRUE	1	cluster_5	1	ORF10, ORF11::1
ORF10, ORF11	L	4h	4	RK-13	EHV-1_4h_2	NC_001491.2	+	1	RK-13_4h	234	10.1506488344284	228	8.71779788708135	0.0382359556450936	6	FALSE	NA	cluster_5	2	ORF10, ORF11::2
ORF10, ORF11	L	4h	4	RK-13	EHV-1_4h_3	NC_001491.2	+	1	RK-13_4h	232	9.69262098098094	228	8.71779788708135	0.0382359556450936	4	FALSE	NA	cluster_5	3	ORF10, ORF11::3
ORF10, ORF11	L	6h	6	RK-13	EHV-1_6h_1	NC_001491.2	+	1	RK-13_6h	1391	9.0622658522032	1425.33333333333	30.4357246231026	0.0213534082949738	34.3333333333333	TRUE	1	cluster_5	1	ORF10, ORF11::1
ORF10, ORF11	L	6h	6	RK-13	EHV-1_6h_2	NC_001491.2	+	1	RK-13_6h	1449	9.12486234033347	1425.33333333333	30.4357246231026	0.0213534082949738	23.6666666666667	FALSE	NA	cluster_5	2	ORF10, ORF11::2
ORF10, ORF11	L	6h	6	RK-13	EHV-1_6h_3	NC_001491.2	+	1	RK-13_6h	1436	9.1494678362891	1425.33333333333	30.4357246231026	0.0213534082949738	10.6666666666667	FALSE	NA	cluster_5	3	ORF10, ORF11::3
ORF10, ORF11	L	8h	8	RK-13	EHV-1_8h_1	NC_001491.2	+	1	RK-13_8h	1685	8.9878291570018	2190.33333333333	508.529579605094	0.232169949599038	505.333333333334	FALSE	NA	cluster_5	1	ORF10, ORF11::1
ORF10, ORF11	L	8h	8	RK-13	EHV-1_8h_2	NC_001491.2	+	1	RK-13_8h	2184	8.99642115628102	2190.33333333333	508.529579605094	0.232169949599038	6.33333333333349	FALSE	NA	cluster_5	2	ORF10, ORF11::2
ORF10, ORF11	L	8h	8	RK-13	EHV-1_8h_3	NC_001491.2	+	1	RK-13_8h	2702	8.80086540146537	2190.33333333333	508.529579605094	0.232169949599038	511.666666666667	TRUE	3	cluster_5	3	ORF10, ORF11::3
ORF10, ORF11	L	12h	12	RK-13	EHV-1_12h_1	NC_001491.2	+	1	RK-13_12h	5101	8.69993234060013	4153.33333333333	893.202291383835	0.215056731472834	947.666666666667	TRUE	1	cluster_5	1	ORF10, ORF11::1
ORF10, ORF11	L	12h	12	RK-13	EHV-1_12h_2	NC_001491.2	+	1	RK-13_12h	3327	8.80379468761774	4153.33333333333	893.202291383835	0.215056731472834	826.333333333333	FALSE	NA	cluster_5	2	ORF10, ORF11::2
ORF10, ORF11	L	12h	12	RK-13	EHV-1_12h_3	NC_001491.2	+	1	RK-13_12h	4032	8.64034261853261	4153.33333333333	893.202291383835	0.215056731472834	121.333333333333	FALSE	NA	cluster_5	3	ORF10, ORF11::3
ORF10, ORF11	L	18h	18	RK-13	EHV-1_18h_1	NC_001491.2	+	1	RK-13_18h	5180	9.0622658522032	4684.33333333333	457.934857084862	0.0977588110193259	495.666666666667	TRUE	1	cluster_5	1	ORF10, ORF11::1
ORF10, ORF11	L	18h	18	RK-13	EHV-1_18h_2	NC_001491.2	+	1	RK-13_18h	4596	9.16856393714902	4684.33333333333	457.934857084862	0.0977588110193259	88.333333333333	FALSE	NA	cluster_5	2	ORF10, ORF11::2
