gene	Kinetic_class	hpi	Time	cell_line	seqnames	strand	norm_base	sample	group	read_count	mean	sd	varcoeff	dist_from_mean	farthest_from_mean	farthest_rep	cluster	rep	rep_gene
ORF1	unknown	8h	8	RK-13	NC_001491.2	+	1	EHV-1_8h_3	RK-13_8h	98	89	20.0748598998847	0.22556022359421	9	FALSE	NA	unclustered	3	ORF1::3
ORF1	unknown	12h	12	RK-13	NC_001491.2	+	1	EHV-1_12h_1	RK-13_12h	191	155.333333333333	31.0859024854247	0.200123835743077	35.6666666666667	TRUE	1	unclustered	1	ORF1::1
ORF1	unknown	12h	12	RK-13	NC_001491.2	+	1	EHV-1_12h_2	RK-13_12h	134	155.333333333333	31.0859024854247	0.200123835743077	21.3333333333333	FALSE	NA	unclustered	2	ORF1::2
ORF1	unknown	12h	12	RK-13	NC_001491.2	+	1	EHV-1_12h_3	RK-13_12h	141	155.333333333333	31.0859024854247	0.200123835743077	14.3333333333333	FALSE	NA	unclustered	3	ORF1::3
ORF1	unknown	18h	18	RK-13	NC_001491.2	+	1	EHV-1_18h_1	RK-13_18h	67	53.6666666666667	14.6401275039985	0.272797406906804	13.3333333333333	FALSE	NA	unclustered	1	ORF1::1
ORF1	unknown	18h	18	RK-13	NC_001491.2	+	1	EHV-1_18h_2	RK-13_18h	56	53.6666666666667	14.6401275039985	0.272797406906804	2.33333333333334	FALSE	NA	unclustered	2	ORF1::2
ORF1	unknown	18h	18	RK-13	NC_001491.2	+	1	EHV-1_18h_3	RK-13_18h	38	53.6666666666667	14.6401275039985	0.272797406906804	15.6666666666667	TRUE	3	unclustered	3	ORF1::3
ORF1	unknown	24h	24	RK-13	NC_001491.2	+	1	EHV-1_24h_1	RK-13_24h	51	39	10.4403065089106	0.267700166895142	12	TRUE	1	unclustered	1	ORF1::1
ORF1	unknown	24h	24	RK-13	NC_001491.2	+	1	EHV-1_24h_2	RK-13_24h	32	39	10.4403065089106	0.267700166895142	7	FALSE	NA	unclustered	2	ORF1::2
ORF1	unknown	24h	24	RK-13	NC_001491.2	+	1	EHV-1_24h_3	RK-13_24h	34	39	10.4403065089106	0.267700166895142	5	FALSE	NA	unclustered	3	ORF1::3
ORF1	unknown	48h	48	RK-13	NC_001491.2	+	1	EHV-1_48h_1	RK-13_48h	116	101.5	20.5060966544099	0.202030508910442	39.6666666666667	FALSE	NA	unclustered	1	ORF1::1
ORF1	unknown	48h	48	RK-13	NC_001491.2	+	1	EHV-1_48h_2	RK-13_48h	87	101.5	20.5060966544099	0.202030508910442	10.6666666666667	FALSE	NA	unclustered	2	ORF1::2
ORF2	unknown	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	unclustered	1	ORF2::1
ORF2	unknown	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	unclustered	2	ORF2::2
ORF2	unknown	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	unclustered	3	ORF2::3
ORF2	unknown	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_1	RK-13_2h	0	0	0		0		NA	unclustered	1	ORF2::1
ORF2	unknown	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_2	RK-13_2h	0	0	0		0		NA	unclustered	2	ORF2::2
ORF2	unknown	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_3	RK-13_2h	0	0	0		0		NA	unclustered	3	ORF2::3
ORF2	unknown	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_1	RK-13_4h	0	0.666666666666667	0.577350269189626	0.866025403784439	0.666666666666667	TRUE	1	unclustered	1	ORF2::1
ORF2	unknown	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_2	RK-13_4h	1	0.666666666666667	0.577350269189626	0.866025403784439	0.333333333333333	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_3	RK-13_4h	1	0.666666666666667	0.577350269189626	0.866025403784439	0.333333333333333	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_1	RK-13_6h	28	25	3.60555127546399	0.14422205101856	3	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_2	RK-13_6h	21	25	3.60555127546399	0.14422205101856	4	TRUE	2	unclustered	2	ORF2::2
ORF2	unknown	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_3	RK-13_6h	26	25	3.60555127546399	0.14422205101856	1	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_1	RK-13_8h	89	119.666666666667	33.2465537061112	0.277826354090065	30.6666666666667	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_2	RK-13_8h	115	119.666666666667	33.2465537061112	0.277826354090065	4.66666666666667	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_3	RK-13_8h	155	119.666666666667	33.2465537061112	0.277826354090065	35.3333333333333	TRUE	3	unclustered	3	ORF2::3
ORF2	unknown	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_1	RK-13_12h	314	253.333333333333	54.1233159861195	0.213644668366261	60.6666666666667	TRUE	1	unclustered	1	ORF2::1
ORF2	unknown	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_2	RK-13_12h	210	253.333333333333	54.1233159861195	0.213644668366261	43.3333333333334	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_3	RK-13_12h	236	253.333333333333	54.1233159861195	0.213644668366261	17.3333333333333	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_1	RK-13_18h	60	46.3333333333333	11.9303534454489	0.257489642707529	13.6666666666667	TRUE	1	unclustered	1	ORF2::1
ORF2	unknown	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_2	RK-13_18h	38	46.3333333333333	11.9303534454489	0.257489642707529	8.33333333333334	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_3	RK-13_18h	41	46.3333333333333	11.9303534454489	0.257489642707529	5.33333333333334	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_1	RK-13_24h	43	29	12.2882057274445	0.423731231980845	14	TRUE	1	unclustered	1	ORF2::1
ORF2	unknown	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_2	RK-13_24h	20	29	12.2882057274445	0.423731231980845	9	FALSE	NA	unclustered	2	ORF2::2
ORF2	unknown	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_3	RK-13_24h	24	29	12.2882057274445	0.423731231980845	5	FALSE	NA	unclustered	3	ORF2::3
ORF2	unknown	48h	48	RK-13	NC_001491.2	-	1	EHV-1_48h_1	RK-13_48h	91	83	11.3137084989848	0.136309740951624	5	FALSE	NA	unclustered	1	ORF2::1
ORF2	unknown	48h	48	RK-13	NC_001491.2	-	1	EHV-1_48h_2	RK-13_48h	75	83	11.3137084989848	0.136309740951624	11	TRUE	2	unclustered	2	ORF2::2
ORF3	L	1h	1	RK-13	NC_001491.2	+	1	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	unclustered	1	ORF3::1
ORF3	L	1h	1	RK-13	NC_001491.2	+	1	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	unclustered	2	ORF3::2
ORF3	L	1h	1	RK-13	NC_001491.2	+	1	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	unclustered	3	ORF3::3
ORF3	L	2h	2	RK-13	NC_001491.2	+	1	EHV-1_2h_1	RK-13_2h	0	0.333333333333333	0.577350269189626	1.73205080756888	0.333333333333333	FALSE	NA	unclustered	1	ORF3::1
ORF3	L	2h	2	RK-13	NC_001491.2	+	1	EHV-1_2h_2	RK-13_2h	1	0.333333333333333	0.577350269189626	1.73205080756888	0.666666666666667	TRUE	2	unclustered	2	ORF3::2
ORF3	L	2h	2	RK-13	NC_001491.2	+	1	EHV-1_2h_3	RK-13_2h	0	0.333333333333333	0.577350269189626	1.73205080756888	0.333333333333333	FALSE	NA	unclustered	3	ORF3::3
ORF3	L	4h	4	RK-13	NC_001491.2	+	1	EHV-1_4h_1	RK-13_4h	5	7	4.35889894354067	0.622699849077239	2	FALSE	NA	unclustered	1	ORF3::1
ORF3	L	4h	4	RK-13	NC_001491.2	+	1	EHV-1_4h_2	RK-13_4h	4	7	4.35889894354067	0.622699849077239	3	FALSE	NA	unclustered	2	ORF3::2
ORF3	L	4h	4	RK-13	NC_001491.2	+	1	EHV-1_4h_3	RK-13_4h	12	7	4.35889894354067	0.622699849077239	5	TRUE	3	unclustered	3	ORF3::3
ORF3	L	6h	6	RK-13	NC_001491.2	+	1	EHV-1_6h_1	RK-13_6h	81	71.3333333333333	11.2398102000582	0.157567432711097	9.66666666666667	FALSE	NA	unclustered	1	ORF3::1
ORF3	L	6h	6	RK-13	NC_001491.2	+	1	EHV-1_6h_2	RK-13_6h	59	71.3333333333333	11.2398102000582	0.157567432711097	12.3333333333333	TRUE	2	unclustered	2	ORF3::2
ORF3	L	6h	6	RK-13	NC_001491.2	+	1	EHV-1_6h_3	RK-13_6h	74	71.3333333333333	11.2398102000582	0.157567432711097	2.66666666666667	FALSE	NA	unclustered	3	ORF3::3
ORF3	L	8h	8	RK-13	NC_001491.2	+	1	EHV-1_8h_1	RK-13_8h	118	152.666666666667	31.0698138606161	0.203514064589189	34.6666666666667	TRUE	1	unclustered	1	ORF3::1
ORF3	L	8h	8	RK-13	NC_001491.2	+	1	EHV-1_8h_2	RK-13_8h	178	152.666666666667	31.0698138606161	0.203514064589189	25.3333333333333	FALSE	NA	unclustered	2	ORF3::2
ORF3	L	8h	8	RK-13	NC_001491.2	+	1	EHV-1_8h_3	RK-13_8h	162	152.666666666667	31.0698138606161	0.203514064589189	9.33333333333334	FALSE	NA	unclustered	3	ORF3::3
ORF3	L	12h	12	RK-13	NC_001491.2	+	1	EHV-1_12h_1	RK-13_12h	359	270.333333333333	76.8136272632229	0.284144120579123	88.6666666666667	TRUE	1	unclustered	1	ORF3::1
ORF3	L	12h	12	RK-13	NC_001491.2	+	1	EHV-1_12h_2	RK-13_12h	224	270.333333333333	76.8136272632229	0.284144120579123	46.3333333333333	FALSE	NA	unclustered	2	ORF3::2
ORF3	L	12h	12	RK-13	NC_001491.2	+	1	EHV-1_12h_3	RK-13_12h	228	270.333333333333	76.8136272632229	0.284144120579123	42.3333333333333	FALSE	NA	unclustered	3	ORF3::3
ORF3	L	18h	18	RK-13	NC_001491.2	+	1	EHV-1_18h_1	RK-13_18h	102	75.3333333333333	23.180451534285	0.30770510886219	26.6666666666667	TRUE	1	unclustered	1	ORF3::1
ORF3	L	18h	18	RK-13	NC_001491.2	+	1	EHV-1_18h_2	RK-13_18h	64	75.3333333333333	23.180451534285	0.30770510886219	11.3333333333333	FALSE	NA	unclustered	2	ORF3::2
ORF3	L	18h	18	RK-13	NC_001491.2	+	1	EHV-1_18h_3	RK-13_18h	60	75.3333333333333	23.180451534285	0.30770510886219	15.3333333333333	FALSE	NA	unclustered	3	ORF3::3
ORF3	L	24h	24	RK-13	NC_001491.2	+	1	EHV-1_24h_1	RK-13_24h	65	55	12.4899959967968	0.227090836305396	10	FALSE	NA	unclustered	1	ORF3::1
ORF3	L	24h	24	RK-13	NC_001491.2	+	1	EHV-1_24h_2	RK-13_24h	59	55	12.4899959967968	0.227090836305396	4	FALSE	NA	unclustered	2	ORF3::2
ORF3	L	24h	24	RK-13	NC_001491.2	+	1	EHV-1_24h_3	RK-13_24h	41	55	12.4899959967968	0.227090836305396	14	TRUE	3	unclustered	3	ORF3::3
ORF3	L	48h	48	RK-13	NC_001491.2	+	1	EHV-1_48h_1	RK-13_48h	68	55	18.3847763108502	0.334268660197277	20	TRUE	1	unclustered	1	ORF3::1
ORF3	L	48h	48	RK-13	NC_001491.2	+	1	EHV-1_48h_2	RK-13_48h	42	55	18.3847763108502	0.334268660197277	6	FALSE	NA	unclustered	2	ORF3::2
ORF4	unknown	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	unclustered	1	ORF4::1
ORF4	unknown	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	unclustered	2	ORF4::2
ORF4	unknown	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	unclustered	3	ORF4::3
ORF4	unknown	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_1	RK-13_2h	4	5.33333333333333	1.52752523165195	0.28641098093474	1.33333333333333	FALSE	NA	unclustered	1	ORF4::1
ORF4	unknown	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_2	RK-13_2h	5	5.33333333333333	1.52752523165195	0.28641098093474	0.333333333333333	FALSE	NA	unclustered	2	ORF4::2
ORF4	unknown	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_3	RK-13_2h	7	5.33333333333333	1.52752523165195	0.28641098093474	1.66666666666667	TRUE	3	unclustered	3	ORF4::3
ORF4	unknown	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_1	RK-13_4h	7	9	2.64575131106459	0.293972367896066	2	FALSE	NA	unclustered	1	ORF4::1
ORF4	unknown	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_2	RK-13_4h	8	9	2.64575131106459	0.293972367896066	1	FALSE	NA	unclustered	2	ORF4::2
ORF4	unknown	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_3	RK-13_4h	12	9	2.64575131106459	0.293972367896066	3	TRUE	3	unclustered	3	ORF4::3
ORF4	unknown	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_1	RK-13_6h	43	37	5.56776436283002	0.150480117914325	6	TRUE	1	unclustered	1	ORF4::1
ORF4	unknown	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_2	RK-13_6h	36	37	5.56776436283002	0.150480117914325	1	FALSE	NA	unclustered	2	ORF4::2
ORF4	unknown	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_3	RK-13_6h	32	37	5.56776436283002	0.150480117914325	5	FALSE	NA	unclustered	3	ORF4::3
ORF4	unknown	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_1	RK-13_8h	30	39.3333333333333	8.14452781524708	0.207064266489332	9.33333333333334	TRUE	1	unclustered	1	ORF4::1
ORF4	unknown	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_2	RK-13_8h	43	39.3333333333333	8.14452781524708	0.207064266489332	3.66666666666666	FALSE	NA	unclustered	2	ORF4::2
ORF4	unknown	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_3	RK-13_8h	45	39.3333333333333	8.14452781524708	0.207064266489332	5.66666666666666	FALSE	NA	unclustered	3	ORF4::3
ORF4	unknown	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_1	RK-13_12h	57	53.3333333333333	6.35085296108588	0.11907849302036	3.66666666666666	FALSE	NA	unclustered	1	ORF4::1
ORF4	unknown	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_2	RK-13_12h	46	53.3333333333333	6.35085296108588	0.11907849302036	7.33333333333334	TRUE	2	unclustered	2	ORF4::2
ORF4	unknown	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_3	RK-13_12h	57	53.3333333333333	6.35085296108588	0.11907849302036	3.66666666666666	FALSE	NA	unclustered	3	ORF4::3
ORF4	unknown	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_1	RK-13_18h	11	6	4.35889894354067	0.726483157256779	5	TRUE	1	unclustered	1	ORF4::1
ORF4	unknown	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_2	RK-13_18h	4	6	4.35889894354067	0.726483157256779	2	FALSE	NA	unclustered	2	ORF4::2
ORF4	unknown	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_3	RK-13_18h	3	6	4.35889894354067	0.726483157256779	3	FALSE	NA	unclustered	3	ORF4::3
ORF4	unknown	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_1	RK-13_24h	6	6.33333333333333	1.52752523165195	0.24118819447136	0.333333333333333	FALSE	NA	unclustered	1	ORF4::1
ORF4	unknown	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_2	RK-13_24h	5	6.33333333333333	1.52752523165195	0.24118819447136	1.33333333333333	FALSE	NA	unclustered	2	ORF4::2
ORF4	unknown	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_3	RK-13_24h	8	6.33333333333333	1.52752523165195	0.24118819447136	1.66666666666667	TRUE	3	unclustered	3	ORF4::3
ORF4	unknown	48h	48	RK-13	NC_001491.2	-	1	EHV-1_48h_1	RK-13_48h	13	11	2.82842712474619	0.25712973861329	4	TRUE	1	unclustered	1	ORF4::1
ORF4	unknown	48h	48	RK-13	NC_001491.2	-	1	EHV-1_48h_2	RK-13_48h	9	11	2.82842712474619	0.25712973861329	0	FALSE	NA	unclustered	2	ORF4::2
ORF5	E	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_1	RK-13_1h	0	0	0		0		NA	unclustered	1	ORF5::1
ORF5	E	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_2	RK-13_1h	0	0	0		0		NA	unclustered	2	ORF5::2
ORF5	E	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_3	RK-13_1h	0	0	0		0		NA	unclustered	3	ORF5::3
ORF5	E	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_1	RK-13_2h	178	158.666666666667	17.0098010962308	0.107204628757757	19.3333333333333	TRUE	1	unclustered	1	ORF5::1
ORF5	E	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_2	RK-13_2h	152	158.666666666667	17.0098010962308	0.107204628757757	6.66666666666666	FALSE	NA	unclustered	2	ORF5::2
ORF5	E	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_3	RK-13_2h	146	158.666666666667	17.0098010962308	0.107204628757757	12.6666666666667	FALSE	NA	unclustered	3	ORF5::3
ORF5	E	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_1	RK-13_4h	137	177.666666666667	51.8105523357292	0.291616617274273	40.6666666666667	FALSE	NA	unclustered	1	ORF5::1
ORF5	E	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_2	RK-13_4h	160	177.666666666667	51.8105523357292	0.291616617274273	17.6666666666667	FALSE	NA	unclustered	2	ORF5::2
ORF5	E	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_3	RK-13_4h	236	177.666666666667	51.8105523357292	0.291616617274273	58.3333333333334	TRUE	3	unclustered	3	ORF5::3
ORF5	E	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_1	RK-13_6h	140	144.666666666667	8.9628864398325	0.0619554362200403	4.66666666666666	FALSE	NA	unclustered	1	ORF5::1
ORF5	E	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_2	RK-13_6h	155	144.666666666667	8.9628864398325	0.0619554362200403	10.3333333333333	TRUE	2	unclustered	2	ORF5::2
ORF5	E	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_3	RK-13_6h	139	144.666666666667	8.9628864398325	0.0619554362200403	5.66666666666666	FALSE	NA	unclustered	3	ORF5::3
ORF5	E	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_1	RK-13_8h	131	151.666666666667	17.925772879665	0.118191909096692	20.6666666666667	TRUE	1	unclustered	1	ORF5::1
ORF5	E	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_2	RK-13_8h	161	151.666666666667	17.925772879665	0.118191909096692	9.33333333333334	FALSE	NA	unclustered	2	ORF5::2
ORF5	E	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_3	RK-13_8h	163	151.666666666667	17.925772879665	0.118191909096692	11.3333333333333	FALSE	NA	unclustered	3	ORF5::3
ORF5	E	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_1	RK-13_12h	279	223	49.9599839871872	0.224035802633126	56	TRUE	1	unclustered	1	ORF5::1
ORF5	E	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_2	RK-13_12h	207	223	49.9599839871872	0.224035802633126	16	FALSE	NA	unclustered	2	ORF5::2
ORF5	E	12h	12	RK-13	NC_001491.2	-	1	EHV-1_12h_3	RK-13_12h	183	223	49.9599839871872	0.224035802633126	40	FALSE	NA	unclustered	3	ORF5::3
ORF5	E	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_1	RK-13_18h	36	25.6666666666667	10.0166528008778	0.3902592000342	10.3333333333333	TRUE	1	unclustered	1	ORF5::1
ORF5	E	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_2	RK-13_18h	16	25.6666666666667	10.0166528008778	0.3902592000342	9.66666666666667	FALSE	NA	unclustered	2	ORF5::2
ORF5	E	18h	18	RK-13	NC_001491.2	-	1	EHV-1_18h_3	RK-13_18h	25	25.6666666666667	10.0166528008778	0.3902592000342	0.666666666666668	FALSE	NA	unclustered	3	ORF5::3
ORF5	E	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_1	RK-13_24h	30	21	8.18535277187245	0.389778703422498	9	TRUE	1	unclustered	1	ORF5::1
ORF5	E	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_2	RK-13_24h	19	21	8.18535277187245	0.389778703422498	2	FALSE	NA	unclustered	2	ORF5::2
ORF5	E	24h	24	RK-13	NC_001491.2	-	1	EHV-1_24h_3	RK-13_24h	14	21	8.18535277187245	0.389778703422498	7	FALSE	NA	unclustered	3	ORF5::3
ORF5	E	48h	48	RK-13	NC_001491.2	-	1	EHV-1_48h_1	RK-13_48h	40	33	9.89949493661167	0.299984695048838	16	FALSE	NA	unclustered	1	ORF5::1
ORF5	E	48h	48	RK-13	NC_001491.2	-	1	EHV-1_48h_2	RK-13_48h	26	33	9.89949493661167	0.299984695048838	2	FALSE	NA	unclustered	2	ORF5::2
ORF6	L	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_1	RK-13_1h	1	0.333333333333333	0.577350269189626	1.73205080756888	0.666666666666667	TRUE	1	unclustered	1	ORF6::1
ORF6	L	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_2	RK-13_1h	0	0.333333333333333	0.577350269189626	1.73205080756888	0.333333333333333	FALSE	NA	unclustered	2	ORF6::2
ORF6	L	1h	1	RK-13	NC_001491.2	-	1	EHV-1_1h_3	RK-13_1h	0	0.333333333333333	0.577350269189626	1.73205080756888	0.333333333333333	FALSE	NA	unclustered	3	ORF6::3
ORF6	L	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_1	RK-13_2h	0	0	0		0		NA	unclustered	1	ORF6::1
ORF6	L	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_2	RK-13_2h	0	0	0		0		NA	unclustered	2	ORF6::2
ORF6	L	2h	2	RK-13	NC_001491.2	-	1	EHV-1_2h_3	RK-13_2h	0	0	0		0		NA	unclustered	3	ORF6::3
ORF6	L	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_1	RK-13_4h	0	0	0		0		NA	unclustered	1	ORF6::1
ORF6	L	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_2	RK-13_4h	0	0	0		0		NA	unclustered	2	ORF6::2
ORF6	L	4h	4	RK-13	NC_001491.2	-	1	EHV-1_4h_3	RK-13_4h	0	0	0		0		NA	unclustered	3	ORF6::3
ORF6	L	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_1	RK-13_6h	7	6.33333333333333	0.577350269189626	0.0911605688194146	0.666666666666667	TRUE	1	unclustered	1	ORF6::1
ORF6	L	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_2	RK-13_6h	6	6.33333333333333	0.577350269189626	0.0911605688194146	0.333333333333333	FALSE	NA	unclustered	2	ORF6::2
ORF6	L	6h	6	RK-13	NC_001491.2	-	1	EHV-1_6h_3	RK-13_6h	6	6.33333333333333	0.577350269189626	0.0911605688194146	0.333333333333333	FALSE	NA	unclustered	3	ORF6::3
ORF6	L	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_1	RK-13_8h	49	58	7.93725393319377	0.13684920574472	9	TRUE	1	unclustered	1	ORF6::1
ORF6	L	8h	8	RK-13	NC_001491.2	-	1	EHV-1_8h_2	RK-13_8h	61	58	7.93725393319377	0.13684920574472	3	FALSE	NA	unclustered	2	ORF6::2
