gene	Kinetic_class	cluster	1h	2h	4h	6h	8h	12h	18h	24h	48h
ORF54	E	cluster_5	0	0	0.000162522346822688	0.000140486529954993	0.00116092027093931	0.0096229545352601	0.0181811165478647	0.0681699192750275	0.0637302587690846
ORF55	L	cluster_2	0	0.000151722045213169	0.00110657044498679	0.000756484903561672	0.00093042144934089	0.000329993669414577	6.49538638281664e-05	3.86193058370231e-05	1.6298901527243e-05
ORF56	L	cluster_1	0	0.000151722045213169	0.000453695150354498	4.57386660052808e-05	0.000140208262522959	0.000220544686995686	2.33996327872837e-05	8.92544518074799e-05	7.24638531262449e-05
ORF57	L	cluster_5	0	0	0	2.22015008214555e-05	5.83827848281931e-05	8.76974772570514e-05	5.80617829041216e-05	0.000240103636788317	0.000274071107793141
ORF58	L	cluster_4	0	0	0	0.000685274204795785	0.00270494097038518	0.00460567194844835	0.0027712268006745	0.00283973979802236	0.00389638929591945
ORF59	L	cluster_4	0	0	0.000128650456709121	0.000166994625470764	0.000212978276957401	0.000130397430294726	0.0001442381348865	9.54969087875288e-05	0.000175653793291036
ORF60	L	cluster_5	0	0.00019782393669634	0	0.000168330289833134	0.00146740524583524	0.0188195816267209	0.00905527874572851	0.0228581334103306	0.0185149147584886
ORF61	E	cluster_1	0	0.0129785897015016	0.0170604232919717	0.00290007745847969	0.00581461492010251	0.00380898626531401	0.000552966056853779	0.00104106457514218	0.000719647288553277
ORF62	L	cluster_4	0	0	0.000231817690795576	0.000966546866312977	0.00615791212991935	0.0114370412598177	0.00348136149695496	0.0131187631526535	0.00981593271427945
ORF63	E	cluster_1	0	0.0838177343428882	0.0373960804117874	0.00310739876837078	0.00276507423387946	0.000982955769599472	0.000158123169482896	0.000170012790822585	0.000140669677405207
ORF64_1	IE	cluster_7	0.296428571428571	0.00550508690043203	0.00210718774854559	0.000216003823415196	0.00116720756798164	0.000623000537177482	5.19630910625331e-05	3.82297644164581e-05	0.000108071874350721
NOIR_1	unknown	cluster_1	0	0.000151722045213169	0.000291172803531809	0.000115014497194387	3.63850072172211e-05	8.28176015322868e-05	7.81267183878255e-05	7.29110228717599e-05	0.000114092310690701
ORF65_1	E	cluster_1	0.0666666666666667	0.141096201494089	0.116143098869523	0.0253075650634002	0.0200001302484069	0.007425347883707	0.000537333103118716	0.000479478944521506	0.000514920507193149
ORF66_1	unknown	cluster_2	0	0.000229568411386593	0.000103167234086454	0.00151941785146346	0.00216183295305585	0.00115165486332675	0.000221693277760448	0.000251499458892819	4.8896704581729e-05
ORF67_1	L	cluster_1	0.0904761904761905	0.109555753086543	0.0380420876572082	0.0174315968050133	0.0431066597532637	0.0207688036499894	0.003604973580954	0.0030377263767985	0.00701549992396284
ORF68	L	cluster_4	0	0	0	0.000140486529954993	0.00120448852048898	0.0016875614992538	0.000243894753354364	0.00045801092908143	0.000403323817857034
ORF69	E	cluster_1	0.0238095238095238	0.045923074815878	0.0300030529548732	0.00421843915772586	0.00523534463513818	0.00208126913850081	0.000174529848597829	0.000296361221709891	0.000199220941835552
ORF70	L	cluster_3	0.080952380952381	0.00692801497452222	0.00163826682695504	0.00102928163362378	0.00625646320428545	0.00930631460835438	0.00169811283887771	0.00168708733693121	0.00153760258308542
ORF71	unknown	cluster_5	0	0	0	2.22015008214555e-05	0.000298120890835647	0.00324105532702092	0.00267220722399624	0.00677781836665976	0.00422299123180295
ORF72	L	cluster_5	0	0	0	5.03448623068016e-05	0.000407540063983662	0.00286359729930111	0.0013763385108359	0.00432349660447146	0.0039263821690961
ORF73	L	cluster_2	0	0.000151722045213169	0.000231817690795576	0.000994091024583912	0.00298509334393474	0.00292483265857571	0.000876836320482942	0.000993977935132876	0.00107884702749127
ORF74	L	cluster_4	0	0.00169124128840514	0.000566802615677605	0.000370515524343767	0.00215662292897171	0.00273857047880166	0.000388845068277601	0.000804278967706649	0.000565065022452171
ORF75	unknown	cluster_7	0.0833333333333333	0.0388104667947856	0.0278821874072995	0.0233495556531701	0.0218476039169086	0.0112048394540094	0.00273754491511505	0.00148891697502774	0.00185465926764355
ORF76	L	cluster_2	0	0	0.000265689580909142	0.000227357665664034	0.000405525433821217	0.000268095684644204	3.21208418957145e-05	3.53808088903327e-05	4.58864864117389e-05
NOIR_2	unknown	cluster_1	0	0.007436283329883	0.00246360469964668	0.0025756002017484	0.00233539398305026	0.00168857442702985	0.000743558084681076	0.000780369453021952	0.00140005243237344
