gene	Kinetic_class	cluster	EHV-1_1h_1	EHV-1_1h_2	EHV-1_1h_3	EHV-1_2h_1	EHV-1_2h_2	EHV-1_2h_3	EHV-1_4h_1	EHV-1_4h_2	EHV-1_4h_3	EHV-1_6h_1	EHV-1_6h_2	EHV-1_6h_3	EHV-1_8h_1	EHV-1_8h_2	EHV-1_8h_3	EHV-1_12h_1	EHV-1_12h_2	EHV-1_12h_3	EHV-1_18h_1	EHV-1_18h_2	EHV-1_18h_3	EHV-1_24h_1	EHV-1_24h_2	EHV-1_24h_3	EHV-1_48h_1	EHV-1_48h_2
NOIR_1	unknown	cluster_1	0	0	0	0.000455166135639508	0	0	0.000487567040468064	0.000385951370127364	0	0.000211834486654427	0	0.000133209004928733	6.38569604086846e-05	4.52980612429788e-05	0	6.83760683760684e-05	9.91591305727431e-05	8.09176056480489e-05	6.24531601299026e-05	9.34361130576968e-05	7.84908819758771e-05	7.67695378473822e-05	8.32177531206658e-05	5.87457776472316e-05	9.30207835007707e-05	0.000135163837880631
ORF65_1	E	cluster_1	0.2	0	0	0.151115157032317	0.136498516320475	0.135674931129477	0.125304729400293	0.107680432265535	0.115444134942742	0.0281739867250388	0.0259024316568494	0.0218462768083122	0.0207535121328225	0.0167149845986592	0.022531894013739	0.00653675213675214	0.00803188957639219	0.00770740193797666	0.000796277791656258	0.000397103480495211	0.000418618037204678	0.000441424842622447	0.000527045769764216	0.000469966221177853	0.000411949184074842	0.000617891830311456
ORF66_1	unknown	cluster_2	0	0	0	0	0	0.00068870523415978	0	0	0.000309501702259362	0.00183589888433837	0.00105724210844283	0.00166511256160916	0.0024904214559387	0.00199311469469107	0.00200196270853778	0.00092991452991453	0.00118990956687292	0.00133514049319281	0.000281039220584562	7.00770847932726e-05	0.000313963527903509	0.000211116229080301	0.000249653259361997	0.000293728888236158	3.98660500717589e-05	5.7927359091699e-05
ORF67_1	L	cluster_1	0.2	0.0714285714285714	0	0.105143377332726	0.10919881305638	0.114325068870523	0.0326669917113603	0.0393670397529911	0.0420922315072733	0.020477333709928	0.0167648391481649	0.0150526175569469	0.0303320561941252	0.0378691791991303	0.0611187438665358	0.0212102564102564	0.0186617483737903	0.0224344061659216	0.00412190856857357	0.00352721326792805	0.00316579890636038	0.0029940119760479	0.00282940360610264	0.00328976354824497	0.00636527932812417	0.0076657205198015
ORF68	L	cluster_4	0	0	0	0	0	0	0	0	0	7.06114955514758e-05	0.000151034586920405	0.0001998135073931	0.00114942528735632	0.000815365102373619	0.001648675171737	0.00134017094017094	0.00200301443756941	0.00171949912002104	0.000265425930552086	0.000256949310908666	0.000209309018602339	0.000479809611546139	0.000277392510402219	0.000616830665295932	0.000478392600861107	0.000328255034852961
ORF69	E	cluster_1	0	0.0714285714285714	0	0.0573509330905781	0.0439169139465875	0.0365013774104683	0.0248659190638713	0.0351215746815901	0.0300216651191582	0.00388363225533117	0.00490862407491316	0.00386306114293326	0.00530012771392082	0.00502808479797065	0.00537782139352306	0.00207863247863248	0.0021220053942567	0.00204316954261323	0.00024981264051961	0.000116795141322121	0.000156981763951754	0.00017273146015661	0.000305131761442441	0.000411220443530621	0.000186041567001541	0.000212400316669563
ORF70	L	cluster_3	0.1	0.142857142857143	0	0.00637232589895312	0.00890207715133531	0.00550964187327824	0.000975134080936129	0.00270165959089155	0.00123800680903745	0.00120039542437509	0.000755172934602024	0.00113227654189423	0.00593869731800766	0.00584344990034427	0.00698724239450442	0.00955897435897436	0.00848802157702681	0.00987194788906196	0.00171746190357232	0.00172856809156739	0.00164830852149342	0.00155458314140949	0.00180305131761442	0.00170362755176972	0.00139531175251156	0.00167989341365927
ORF71	unknown	cluster_5	0	0	0	0	0	0	0	0	0	0	0	6.66045024643666e-05	0.000510855683269476	0.000226490306214894	0.000157016683022571	0.0035965811965812	0.00317309217832778	0.00295349260615378	0.00298213839620285	0.00252277505255781	0.00251170822322807	0.007331490864425	0.00665742024965326	0.00634454398590101	0.00415935789082018	0.00428662457278573
ORF72	L	cluster_5	0	0	0	0	0	0	0	0	0	0	0.000151034586920405	0	0.000383141762452107	0.000407682551186809	0.000431795878312071	0.00294017094017094	0.00269712835157861	0.00295349260615378	0.00156132900324756	0.00149497780892315	0.00107270872033699	0.00404959312144941	0.00463245492371706	0.00428844176824791	0.00350821240631478	0.00434455193187743
ORF73	L	cluster_2	0	0	0	0.000455166135639508	0	0	0	0.000385951370127364	0.000309501702259362	0.00105917243327214	0.00105724210844283	0.000865858532036766	0.00287356321839081	0.0032161623482515	0.00286555446516192	0.00314529914529915	0.00275662382992226	0.00287257500050574	0.000686984761428928	0.00102779724363466	0.000915726956385233	0.0010939659143252	0.00085991678224688	0.00102805110882655	0.00107638335193749	0.00108131070304505
ORF74	L	cluster_4	0	0	0	0.00182066454255803	0.00118694362017804	0.00206611570247934	0	0.000771902740254728	0.000928505106778087	0.000494280468860331	0.000151034586920405	0.000466231517250566	0.00197956577266922	0.00217430693966298	0.00231599607458293	0.00300854700854701	0.00261780104712042	0.00258936338073756	0.000405945540844367	0.000420462508759636	0.000340127155228801	0.000671733456164594	0.000859916782246879	0.000881186664708474	0.000531547334290119	0.000598582710614223
ORF75	unknown	cluster_6	0	0	0.25	0.0341374601729631	0.0451038575667656	0.0371900826446281	0.0273037542662116	0.0266306445387881	0.0297121634168988	0.0243609659652591	0.024241051200725	0.021446649793526	0.0208812260536398	0.0228755209277043	0.0217860647693817	0.0114324786324786	0.0105703633190544	0.011611676410495	0.00277916562578066	0.00268628825040878	0.0027471808691557	0.00142023645017657	0.00163661581137309	0.00140989866353356	0.00191357040344443	0.00179574813184267
ORF76	L	cluster_2	0	0	0	0	0	0	0.000487567040468064	0	0.000309501702259362	0.000282445982205903	0	0.0003996270147862	0.000383141762452107	0.00036238448994383	0.000471050049067713	0.000164102564102564	0.000356972870061875	0.000283211619768171	4.68398700974269e-05	2.33590282644242e-05	2.61636273252924e-05	7.67695378473822e-05	0	2.93728888236158e-05	5.31547334290119e-05	3.8618239394466e-05
NOIR_2	unknown	cluster_1	0	0	0	0.00682749203459263	0.00652818991097923	0.00895316804407714	0.000975134080936129	0.00270165959089155	0.00371402042711235	0.00225956785764723	0.00286965715148769	0.0025975755961103	0.00223499361430396	0.00280847979706469	0.00196270853778214	0.00155897435897436	0.00166587339362208	0.00184087552849311	0.000843117661753685	0.000864284045783695	0.000523272546505848	0.000748502994011976	0.000887656033287101	0.000704949331766779	0.00144846648594057	0.00135163837880631
