sample	ID	seqnames	strand	gene_cluster	gene	Kinetic_class	hpi	Time	cell_line	group	read_count
EHV-1_4h_3	ORF65	NC_001491.2	+	ORF65	ORF65	E	4h	4	RK-13	RK-13_4h	108
EHV-1_6h_1	ORF65	NC_001491.2	+	ORF65	ORF65	E	6h	6	RK-13	RK-13_6h	162
EHV-1_6h_2	ORF65	NC_001491.2	+	ORF65	ORF65	E	6h	6	RK-13	RK-13_6h	144
EHV-1_6h_3	ORF65	NC_001491.2	+	ORF65	ORF65	E	6h	6	RK-13	RK-13_6h	137
EHV-1_8h_1	ORF65	NC_001491.2	+	ORF65	ORF65	E	8h	8	RK-13	RK-13_8h	95
EHV-1_8h_2	ORF65	NC_001491.2	+	ORF65	ORF65	E	8h	8	RK-13	RK-13_8h	109
EHV-1_8h_3	ORF65	NC_001491.2	+	ORF65	ORF65	E	8h	8	RK-13	RK-13_8h	174
EHV-1_12h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	12h	12	RK-13	RK-13_12h	54
EHV-1_12h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	12h	12	RK-13	RK-13_12h	53
EHV-1_12h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	12h	12	RK-13	RK-13_12h	63
EHV-1_18h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	18h	18	RK-13	RK-13_18h	12
EHV-1_18h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	18h	18	RK-13	RK-13_18h	2
EHV-1_18h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	18h	18	RK-13	RK-13_18h	9
EHV-1_1h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	24h	24	RK-13	RK-13_24h	5
EHV-1_24h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	24h	24	RK-13	RK-13_24h	6
EHV-1_24h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	24h	24	RK-13	RK-13_24h	7
EHV-1_2h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_48h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	48h	48	RK-13	RK-13_48h	3
EHV-1_48h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_4h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	4h	4	RK-13	RK-13_4h	1
EHV-1_6h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	6h	6	RK-13	RK-13_6h	22
EHV-1_6h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	6h	6	RK-13	RK-13_6h	10
EHV-1_6h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	6h	6	RK-13	RK-13_6h	20
EHV-1_8h_1	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	8h	8	RK-13	RK-13_8h	33
EHV-1_8h_2	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	8h	8	RK-13	RK-13_8h	41
EHV-1_8h_3	ORF66	NC_001491.2	+	ORF66	ORF66	unknown	8h	8	RK-13	RK-13_8h	48
EHV-1_12h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	12h	12	RK-13	RK-13_12h	1376
EHV-1_12h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	12h	12	RK-13	RK-13_12h	832
EHV-1_12h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	12h	12	RK-13	RK-13_12h	1005
EHV-1_18h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	18h	18	RK-13	RK-13_18h	223
EHV-1_18h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	18h	18	RK-13	RK-13_18h	117
EHV-1_18h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	18h	18	RK-13	RK-13_18h	94
EHV-1_1h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	1h	1	RK-13	RK-13_1h	2
EHV-1_1h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	1h	1	RK-13	RK-13_1h	1
EHV-1_1h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	24h	24	RK-13	RK-13_24h	131
EHV-1_24h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	24h	24	RK-13	RK-13_24h	82
EHV-1_24h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	24h	24	RK-13	RK-13_24h	87
EHV-1_2h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	2h	2	RK-13	RK-13_2h	203
EHV-1_2h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	2h	2	RK-13	RK-13_2h	167
EHV-1_2h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	2h	2	RK-13	RK-13_2h	145
EHV-1_48h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	48h	48	RK-13	RK-13_48h	363
EHV-1_48h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	48h	48	RK-13	RK-13_48h	330
EHV-1_48h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	48h	48	RK-13	RK-13_48h	361
EHV-1_4h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	4h	4	RK-13	RK-13_4h	60
EHV-1_4h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	4h	4	RK-13	RK-13_4h	86
EHV-1_4h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	4h	4	RK-13	RK-13_4h	108
EHV-1_6h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	6h	6	RK-13	RK-13_6h	242
EHV-1_6h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	6h	6	RK-13	RK-13_6h	190
EHV-1_6h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	6h	6	RK-13	RK-13_6h	185
EHV-1_8h_1	ORF67	NC_001491.2	-	ORF67	ORF67	L	8h	8	RK-13	RK-13_8h	422
EHV-1_8h_2	ORF67	NC_001491.2	-	ORF67	ORF67	L	8h	8	RK-13	RK-13_8h	735
EHV-1_8h_3	ORF67	NC_001491.2	-	ORF67	ORF67	L	8h	8	RK-13	RK-13_8h	1398
EHV-1_12h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	12h	12	RK-13	RK-13_12h	81
EHV-1_12h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	12h	12	RK-13	RK-13_12h	94
EHV-1_12h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	12h	12	RK-13	RK-13_12h	80
EHV-1_18h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	18h	18	RK-13	RK-13_18h	9
EHV-1_18h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	18h	18	RK-13	RK-13_18h	3
EHV-1_18h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	18h	18	RK-13	RK-13_18h	6
EHV-1_1h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	24h	24	RK-13	RK-13_24h	15
EHV-1_24h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	24h	24	RK-13	RK-13_24h	7
EHV-1_24h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	24h	24	RK-13	RK-13_24h	5
EHV-1_2h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	48h	48	RK-13	RK-13_48h	8
EHV-1_48h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	48h	48	RK-13	RK-13_48h	6
EHV-1_48h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	48h	48	RK-13	RK-13_48h	45
EHV-1_4h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	6h	6	RK-13	RK-13_6h	1
EHV-1_8h_1	ORF68	NC_001491.2	-	ORF68	ORF68	L	8h	8	RK-13	RK-13_8h	15
EHV-1_8h_2	ORF68	NC_001491.2	-	ORF68	ORF68	L	8h	8	RK-13	RK-13_8h	14
EHV-1_8h_3	ORF68	NC_001491.2	-	ORF68	ORF68	L	8h	8	RK-13	RK-13_8h	33
EHV-1_12h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	12h	12	RK-13	RK-13_12h	13
EHV-1_12h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	12h	12	RK-13	RK-13_12h	14
EHV-1_12h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	12h	12	RK-13	RK-13_12h	17
EHV-1_18h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	18h	18	RK-13	RK-13_18h	1
EHV-1_18h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	18h	18	RK-13	RK-13_18h	0
EHV-1_18h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	18h	18	RK-13	RK-13_18h	1
EHV-1_1h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	24h	24	RK-13	RK-13_24h	5
EHV-1_24h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	24h	24	RK-13	RK-13_24h	3
EHV-1_24h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	24h	24	RK-13	RK-13_24h	3
EHV-1_2h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	48h	48	RK-13	RK-13_48h	5
EHV-1_48h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	48h	48	RK-13	RK-13_48h	0
EHV-1_4h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	6h	6	RK-13	RK-13_6h	0
EHV-1_8h_1	ORF8	NC_001491.2	+	ORF8	ORF8	E	8h	8	RK-13	RK-13_8h	0
EHV-1_8h_2	ORF8	NC_001491.2	+	ORF8	ORF8	E	8h	8	RK-13	RK-13_8h	3
EHV-1_8h_3	ORF8	NC_001491.2	+	ORF8	ORF8	E	8h	8	RK-13	RK-13_8h	2
EHV-1_12h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	12h	12	RK-13	RK-13_12h	29
EHV-1_12h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	12h	12	RK-13	RK-13_12h	25
EHV-1_12h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	12h	12	RK-13	RK-13_12h	21
EHV-1_18h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	18h	18	RK-13	RK-13_18h	15
EHV-1_18h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	18h	18	RK-13	RK-13_18h	11
EHV-1_18h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	18h	18	RK-13	RK-13_18h	4
EHV-1_1h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	24h	24	RK-13	RK-13_24h	26
EHV-1_24h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	24h	24	RK-13	RK-13_24h	18
EHV-1_24h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	24h	24	RK-13	RK-13_24h	17
EHV-1_2h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	48h	48	RK-13	RK-13_48h	18
EHV-1_48h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	48h	48	RK-13	RK-13_48h	23
EHV-1_48h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	48h	48	RK-13	RK-13_48h	14
EHV-1_4h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	4h	4	RK-13	RK-13_4h	1
EHV-1_4h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	4h	4	RK-13	RK-13_4h	2
EHV-1_4h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	4h	4	RK-13	RK-13_4h	3
EHV-1_6h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	6h	6	RK-13	RK-13_6h	2
EHV-1_6h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	6h	6	RK-13	RK-13_6h	2
EHV-1_6h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	6h	6	RK-13	RK-13_6h	3
EHV-1_8h_1	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	8h	8	RK-13	RK-13_8h	8
EHV-1_8h_2	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	8h	8	RK-13	RK-13_8h	8
EHV-1_8h_3	ORF44	NC_001491.2	-	ORF44	ORF44	unknown	8h	8	RK-13	RK-13_8h	7
EHV-1_12h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	12h	12	RK-13	RK-13_12h	38
EHV-1_12h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	12h	12	RK-13	RK-13_12h	30
EHV-1_12h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	12h	12	RK-13	RK-13_12h	29
EHV-1_18h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	18h	18	RK-13	RK-13_18h	39
EHV-1_18h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	18h	18	RK-13	RK-13_18h	31
EHV-1_18h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	18h	18	RK-13	RK-13_18h	22
EHV-1_1h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	24h	24	RK-13	RK-13_24h	33
EHV-1_24h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	24h	24	RK-13	RK-13_24h	29
EHV-1_24h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	24h	24	RK-13	RK-13_24h	27
EHV-1_2h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	48h	48	RK-13	RK-13_48h	34
EHV-1_48h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	48h	48	RK-13	RK-13_48h	23
EHV-1_48h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	48h	48	RK-13	RK-13_48h	17
EHV-1_4h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	4h	4	RK-13	RK-13_4h	1
EHV-1_6h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	6h	6	RK-13	RK-13_6h	3
EHV-1_6h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	6h	6	RK-13	RK-13_6h	6
EHV-1_8h_1	ORF44	NC_001491.2	-	ORF44	ORF44	L	8h	8	RK-13	RK-13_8h	6
EHV-1_8h_2	ORF44	NC_001491.2	-	ORF44	ORF44	L	8h	8	RK-13	RK-13_8h	11
EHV-1_8h_3	ORF44	NC_001491.2	-	ORF44	ORF44	L	8h	8	RK-13	RK-13_8h	4
EHV-1_12h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	3
EHV-1_12h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	0
EHV-1_12h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	12h	12	RK-13	RK-13_12h	0
EHV-1_18h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	0
EHV-1_18h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	1
EHV-1_18h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	18h	18	RK-13	RK-13_18h	0
EHV-1_1h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	0
EHV-1_24h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	0
EHV-1_24h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	24h	24	RK-13	RK-13_24h	2
EHV-1_2h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_4h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	6h	6	RK-13	RK-13_6h	0
EHV-1_8h_1	CTO	NC_001491.2	+	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	2
EHV-1_8h_2	CTO	NC_001491.2	+	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	1
EHV-1_8h_3	CTO	NC_001491.2	+	CTO	CTO	unknown	8h	8	RK-13	RK-13_8h	0
EHV-1_12h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	12h	12	RK-13	RK-13_12h	186
EHV-1_12h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	12h	12	RK-13	RK-13_12h	125
EHV-1_12h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	12h	12	RK-13	RK-13_12h	129
EHV-1_18h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	18h	18	RK-13	RK-13_18h	61
EHV-1_18h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	18h	18	RK-13	RK-13_18h	49
EHV-1_18h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	18h	18	RK-13	RK-13_18h	34
EHV-1_1h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	24h	24	RK-13	RK-13_24h	52
EHV-1_24h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	24h	24	RK-13	RK-13_24h	32
EHV-1_24h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	24h	24	RK-13	RK-13_24h	34
EHV-1_2h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	2h	2	RK-13	RK-13_2h	20
EHV-1_2h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	2h	2	RK-13	RK-13_2h	21
EHV-1_2h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	2h	2	RK-13	RK-13_2h	15
EHV-1_48h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	48h	48	RK-13	RK-13_48h	114
EHV-1_48h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	48h	48	RK-13	RK-13_48h	84
EHV-1_48h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	48h	48	RK-13	RK-13_48h	25
EHV-1_4h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	4h	4	RK-13	RK-13_4h	12
EHV-1_4h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	4h	4	RK-13	RK-13_4h	13
EHV-1_4h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	4h	4	RK-13	RK-13_4h	21
EHV-1_6h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	6h	6	RK-13	RK-13_6h	25
EHV-1_6h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	6h	6	RK-13	RK-13_6h	20
EHV-1_6h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	6h	6	RK-13	RK-13_6h	34
EHV-1_8h_1	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	8h	8	RK-13	RK-13_8h	61
EHV-1_8h_2	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	8h	8	RK-13	RK-13_8h	100
EHV-1_8h_3	ORF1	NC_001491.2	+	ORF1	ORF1	unknown	8h	8	RK-13	RK-13_8h	93
EHV-1_12h_1	ORF10	NC_001491.2	+	ORF10	ORF10	L	12h	12	RK-13	RK-13_12h	110
EHV-1_12h_2	ORF10	NC_001491.2	+	ORF10	ORF10	L	12h	12	RK-13	RK-13_12h	58
EHV-1_12h_3	ORF10	NC_001491.2	+	ORF10	ORF10	L	12h	12	RK-13	RK-13_12h	60
EHV-1_18h_1	ORF10	NC_001491.2	+	ORF10	ORF10	L	18h	18	RK-13	RK-13_18h	46
EHV-1_18h_2	ORF10	NC_001491.2	+	ORF10	ORF10	L	18h	18	RK-13	RK-13_18h	36
EHV-1_18h_3	ORF10	NC_001491.2	+	ORF10	ORF10	L	18h	18	RK-13	RK-13_18h	26
EHV-1_1h_1	ORF10	NC_001491.2	+	ORF10	ORF10	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF10	NC_001491.2	+	ORF10	ORF10	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF10	NC_001491.2	+	ORF10	ORF10	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF10	NC_001491.2	+	ORF10	ORF10	L	24h	24	RK-13	RK-13_24h	87
EHV-1_24h_2	ORF10	NC_001491.2	+	ORF10	ORF10	L	24h	24	RK-13	RK-13_24h	75
EHV-1_24h_3	ORF10	NC_001491.2	+	ORF10	ORF10	L	24h	24	RK-13	RK-13_24h	72
EHV-1_2h_1	ORF10	NC_001491.2	+	ORF10	ORF10	L	2h	2	RK-13	RK-13_2h	16
EHV-1_2h_2	ORF10	NC_001491.2	+	ORF10	ORF10	L	2h	2	RK-13	RK-13_2h	14
EHV-1_2h_3	ORF10	NC_001491.2	+	ORF10	ORF10	L	2h	2	RK-13	RK-13_2h	16
