seqnames,strand,gene,score,support,CAGE_significance
NC_001491.2,-,CAGE_cluster_1780,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1781,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1782,6134.170306508,8,***
NC_001491.2,-,CAGE_cluster_1783,732.232915777,3,**
NC_001491.2,-,CAGE_cluster_1784,372.407137661,3,**
NC_001491.2,-,CAGE_cluster_1785,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1786,216.982829299,2,*
NC_001491.2,-,CAGE_cluster_1787,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1788,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1789,466.272925086,1,*
NC_001491.2,-,CAGE_cluster_1790,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1791,466.852265231,2,*
NC_001491.2,-,CAGE_cluster_1792,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1793,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1794,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1795,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1796,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1797,216.982829299,2,*
NC_001491.2,-,CAGE_cluster_1798,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1799,651.26043826,2,*
NC_001491.2,-,CAGE_cluster_1800,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1801,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1802,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1803,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1804,2055.550648605,7,***
NC_001491.2,-,CAGE_cluster_1805,2360.237976993,5,***
NC_001491.2,-,CAGE_cluster_1806,8753.131636745,7,***
NC_001491.2,-,CAGE_cluster_1807,302.909228319,2,*
NC_001491.2,-,CAGE_cluster_1808,1734.781424529,4,**
NC_001491.2,-,CAGE_cluster_1809,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1810,11968.281660042,7,***
NC_001491.2,-,CAGE_cluster_1811,7209.714970452,7,***
NC_001491.2,-,CAGE_cluster_1812,1177.808266601,5,***
NC_001491.2,-,CAGE_cluster_1813,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1814,599025.292022764,9,***
NC_001491.2,-,CAGE_cluster_1815,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1816,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1817,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1818,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1819,309.564999042,2,*
NC_001491.2,-,CAGE_cluster_1820,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1821,613.757845043,3,**
NC_001491.2,-,CAGE_cluster_1822,414.72852833,3,**
NC_001491.2,-,CAGE_cluster_1823,11681.601939274,9,***
NC_001491.2,-,CAGE_cluster_1824,414.72852833,3,**
NC_001491.2,-,CAGE_cluster_1825,910.620270062,4,**
NC_001491.2,-,CAGE_cluster_1826,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1827,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1828,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1829,395.491398062,2,*
NC_001491.2,-,CAGE_cluster_1830,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1831,620.413615766,3,**
NC_001491.2,-,CAGE_cluster_1832,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1833,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1834,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1835,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1836,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1837,424.530874562,2,*
NC_001491.2,-,CAGE_cluster_1838,836.112827383,3,**
NC_001491.2,-,CAGE_cluster_1839,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1840,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1841,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1842,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1843,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1844,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1845,353.170007393,2,*
NC_001491.2,-,CAGE_cluster_1846,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1847,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1848,267.243608373,2,*
NC_001491.2,-,CAGE_cluster_1849,1115.946513877,3,**
NC_001491.2,-,CAGE_cluster_1850,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1851,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1852,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1853,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1854,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1855,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1856,395.491398062,2,*
NC_001491.2,-,CAGE_cluster_1857,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1858,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1859,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1860,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1861,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1862,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1863,210.327058576,1,*
NC_001491.2,-,CAGE_cluster_1864,12428.941132688,9,***
NC_001491.2,-,CAGE_cluster_1865,1793.125837684,6,***
NC_001491.2,-,CAGE_cluster_1866,578.671565242,3,**
NC_001491.2,-,CAGE_cluster_1867,424.530874562,2,*
NC_001491.2,-,CAGE_cluster_1868,1307.97462595,3,**
NC_001491.2,-,CAGE_cluster_1869,12391.898973137,9,***
NC_001491.2,-,CAGE_cluster_1870,7121.417696953,8,***
NC_001491.2,-,CAGE_cluster_1871,12115.533886499,8,***
NC_001491.2,-,CAGE_cluster_1872,763.079738271,3,**
NC_001491.2,-,CAGE_cluster_1873,6916.887839442,8,***
NC_001491.2,-,CAGE_cluster_1874,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1875,1056.242232191,5,***
NC_001491.2,-,CAGE_cluster_1876,2282.554198166,6,***
NC_001491.2,-,CAGE_cluster_1877,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1878,625.055586906,3,**
NC_001491.2,-,CAGE_cluster_1879,756.423967548,3,**
NC_001491.2,-,CAGE_cluster_1880,1098.56362286,4,**
NC_001491.2,-,CAGE_cluster_1881,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1882,200987.609388687,9,***
NC_001491.2,-,CAGE_cluster_1883,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1884,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1885,210.327058576,1,*
NC_001491.2,-,CAGE_cluster_1886,302.909228319,2,*
NC_001491.2,-,CAGE_cluster_1887,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1888,663.841797805,2,*
NC_001491.2,-,CAGE_cluster_1889,1877.798246299,5,***
NC_001491.2,-,CAGE_cluster_1890,1833.690148652,5,***
NC_001491.2,-,CAGE_cluster_1891,302.909228319,2,*
NC_001491.2,-,CAGE_cluster_1892,827.784834717,3,**
NC_001491.2,-,CAGE_cluster_1893,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1894,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1895,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1896,24468.663319812,9,***
NC_001491.2,-,CAGE_cluster_1897,827.784834717,3,**
NC_001491.2,-,CAGE_cluster_1898,380.925866211,2,*
NC_001491.2,-,CAGE_cluster_1899,269.1065662,1,*
NC_001491.2,-,CAGE_cluster_1900,453.514739229,1,*
NC_001491.2,-,CAGE_cluster_1901,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1902,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1903,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1904,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1905,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1906,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1907,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1908,544.365813827,1,*
NC_001491.2,-,CAGE_cluster_1909,155.424308362,1,*
NC_001491.2,-,CAGE_cluster_1910,105.163529288,1,*
NC_001491.2,-,CAGE_cluster_1911,762.776506484,1,*
NC_001491.2,-,CAGE_cluster_1912,466.852265231,2,*
NC_001491.2,-,CAGE_cluster_1913,216.982829299,2,*
NC_001491.2,-,CAGE_cluster_1914,111.819300011,1,*
NC_001491.2,-,CAGE_cluster_1915,197.745699031,1,*
NC_001491.2,-,CAGE_cluster_1916,593.237097093,1,*
NC_001491.2,-,CAGE_cluster_1917,155.424308362,1,*
NC_001491.2,*,CAGE_cluster_1918,1356.004885002,4,**
NC_001491.2,*,CAGE_cluster_1919,3034.835641148,6,***
NC_001491.2,*,CAGE_cluster_1920,267757.493963444,9,***
NC_001491.2,*,CAGE_cluster_1921,2904.915629516,6,***
NC_001491.2,*,CAGE_cluster_1922,6808.692734397,8,***
NC_001491.2,*,CAGE_cluster_1923,44361.423728284,9,***
NC_001491.2,*,CAGE_cluster_1924,315.490587864,1,*
NC_001491.2,*,CAGE_cluster_1925,986.718338293,3,**
NC_001491.2,*,CAGE_cluster_1926,2726.687025388,5,***
NC_001491.2,*,CAGE_cluster_1927,533.203599064,2,*
NC_001491.2,*,CAGE_cluster_1928,787.135665991,4,**
NC_001491.2,*,CAGE_cluster_1929,1714.411518335,5,***
NC_001491.2,*,CAGE_cluster_1930,210.327058576,1,*
NC_001491.2,*,CAGE_cluster_1931,3924.524430719,7,***
NC_001491.2,*,CAGE_cluster_1932,9742.951264058,9,***
NC_001491.2,*,CAGE_cluster_1933,365.751366938,2,*
NC_001491.2,*,CAGE_cluster_1934,3322.790845022,7,***
NC_001491.2,*,CAGE_cluster_1935,1582.790060532,5,***
NC_001491.2,*,CAGE_cluster_1936,2475.401206174,6,***
NC_001491.2,*,CAGE_cluster_1937,2298.202239649,6,***
NC_001491.2,*,CAGE_cluster_1938,43341.514183029,9,***
NC_001491.2,*,CAGE_cluster_1939,2546.403229722,6,***
NC_001491.2,*,CAGE_cluster_1940,2143.028055088,5,***
NC_001491.2,*,CAGE_cluster_1941,6841.449407974,8,***
NC_001491.2,*,CAGE_cluster_1942,1768.757959601,5,***
NC_001491.2,*,CAGE_cluster_1943,28809.925906019,9,***
NC_001491.2,*,CAGE_cluster_1944,2514.631633167,6,***
NC_001491.2,*,CAGE_cluster_1945,1529.750268145,5,***
NC_001491.2,*,CAGE_cluster_1946,4936.039526836,8,***
NC_001491.2,*,CAGE_cluster_1947,11910.93690954,9,***
NC_001491.2,*,CAGE_cluster_1948,867.01526171,3,**
NC_001491.2,*,CAGE_cluster_1949,365.751366938,2,*
NC_001491.2,*,CAGE_cluster_1950,41732.064500077,9,***
NC_001491.2,*,CAGE_cluster_1951,5873.518792858,7,***
NC_001491.2,*,CAGE_cluster_1952,4868.222558012,8,***
NC_001491.2,*,CAGE_cluster_1953,41732.064500077,9,***
NC_001491.2,*,CAGE_cluster_1954,365.751366938,2,*
NC_001491.2,*,CAGE_cluster_1955,867.01526171,3,**
